tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
299.00;1053478472#3_0;179.49;7.66;157.00;0.40;628782529#0_0;5.10;0.00;tripinfo_87 routing_87;142.00;87;1;1106.63;1.03;0.00;17.47;DEFAULT_VEHTYPE;;0;0.00
300.00;14858642#1_1;61.94;15.86;166.00;0.40;231945290#0_0;5.10;0.00;tripinfo_92 routing_92;134.00;92;1;1751.76;1.15;0.00;14.47;DEFAULT_VEHTYPE;;0;0.00
301.00;40487883_0;138.83;7.07;26.00;0.80;65583365#1_0;5.10;0.00;tripinfo_14 routing_14;275.00;14;1;1868.40;0.99;0.00;44.81;DEFAULT_VEHTYPE;;2;7.00
302.00;856293285#1_0;473.70;13.34;63.00;0.00;1188284582#2_0;5.10;0.00;tripinfo_35 routing_35;239.00;35;1;2847.58;1.01;0.00;29.91;DEFAULT_VEHTYPE;;1;2.00
308.00;567036033_0;35.92;8.12;200.00;0.20;34065519_0;5.10;0.00;tripinfo_111 routing_111;108.00;111;1;712.54;1.06;0.00;16.42;DEFAULT_VEHTYPE;;1;2.00
311.00;-524150338#1_0;34.65;8.16;24.00;0.60;40493418_0;5.10;0.00;tripinfo_13 routing_13;287.00;13;1;2022.10;1.12;0.00;69.87;DEFAULT_VEHTYPE;;3;37.00
311.00;8152056_0;117.51;4.36;90.00;1.80;963479927#0_0;5.10;0.00;tripinfo_49 routing_49;221.00;49;1;1430.63;1.00;0.00;43.80;DEFAULT_VEHTYPE;;3;13.00
315.00;1053478472#3_0;179.49;8.14;20.00;0.20;14858868_0;5.10;0.00;tripinfo_11 routing_11;295.00;11;1;1912.90;1.03;0.00;94.97;DEFAULT_VEHTYPE;;2;59.00
324.00;96016135_0;3.42;4.77;229.00;0.40;963479927#0_0;5.10;0.00;tripinfo_127 routing_127;95.00;127;1;557.03;0.92;0.00;15.24;DEFAULT_VEHTYPE;;0;0.00
326.00;4726706#2_0;132.38;8.02;150.00;0.60;13654453_0;5.10;0.00;tripinfo_83 routing_83;176.00;83;1;1546.16;1.03;0.00;21.87;DEFAULT_VEHTYPE;;1;3.00
327.00;693295225_0;56.32;7.42;116.00;0.80;8152060#0_0;5.10;0.00;tripinfo_64 routing_64;211.00;64;1;1634.02;0.97;0.00;34.14;DEFAULT_VEHTYPE;;1;10.00
334.00;839709054_0;133.62;12.76;173.00;0.20;13654453_0;5.10;0.00;tripinfo_96 routing_96;161.00;96;1;2072.74;1.01;0.00;12.19;DEFAULT_VEHTYPE;;0;0.00
336.00;-17073048#1_0;18.49;7.32;164.00;0.20;963479927#0_0;5.10;0.00;tripinfo_91 routing_91;172.00;91;1;1167.66;0.97;0.00;29.61;DEFAULT_VEHTYPE;;2;5.00
