interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
39600.00;43200.00;39600_to_43200;6;5.11;1;123;40493384#2;0;0;5.11;119;2.46;20.64;2577.39;7.03;0.84;394.19;19.88;14.00
39600.00;43200.00;39600_to_43200;3;6.47;2;135;40493385#0;0;0;6.47;134;2.91;7.49;1022.87;6.53;0.78;217.78;6.67;8.00
39600.00;43200.00;39600_to_43200;2;1.32;1;27;40493386;0;0;1.32;26;0.63;20.08;560.32;6.13;0.74;136.63;19.09;46.00
39600.00;43200.00;39600_to_43200;3;4.25;2;105;40493418;0;0;4.25;104;2.02;14.39;1538.42;7.34;0.88;168.64;13.65;0.00
39600.00;43200.00;39600_to_43200;2;2.08;1;53;40493501#0;0;0;2.08;51;1.00;16.36;870.95;7.41;0.89;88.95;15.68;0.00
39600.00;43200.00;39600_to_43200;5;2.62;4;63;40493501#3;0;0;2.62;63;1.27;22.09;1492.90;7.39;0.89;161.56;21.35;0.00
39600.00;43200.00;39600_to_43200;4;1.54;0;38;40493501#4;0;0;1.54;34;0.70;7.07;267.24;7.51;0.90;26.07;6.39;0.00
39600.00;43200.00;39600_to_43200;5;7.95;1;113;40493502;0;0;7.95;107;3.41;7.51;845.68;4.60;0.83;126.91;6.42;0.00
39600.00;43200.00;39600_to_43200;4;2.46;3;46;40598677;0;0;2.46;45;1.05;4.73;228.80;6.51;0.78;41.53;3.97;4.00
39600.00;43200.00;39600_to_43200;3;1.92;1;85;410939625;1;1;0.96;81;0.45;6.26;528.65;13.02;0.94;29.73;5.88;0.00
39600.00;43200.00;39600_to_43200;4;133.33;2;72;410939626;0;0;133.33;70;2.25;1.46;107.25;3.56;0.26;79.65;0.60;37.41
39600.00;43200.00;39600_to_43200;1;54.55;3;48;410939627;0;0;54.55;50;1.05;0.77;39.28;6.74;0.49;20.17;0.03;0.00
39600.00;43200.00;39600_to_43200;4;2.41;2;32;414404581;0;0;2.41;30;1.09;8.55;287.94;4.47;0.54;128.44;7.56;68.00
39600.00;43200.00;39600_to_43200;3;4.43;4;87;419709604#2;1;1;2.22;88;0.87;3.26;293.30;7.17;0.86;36.94;2.54;0.00
39600.00;43200.00;39600_to_43200;2;3.45;5;82;430855719;0;0;3.45;84;1.66;19.45;1678.17;7.20;0.86;168.78;18.62;0.00
39600.00;43200.00;39600_to_43200;6;2.11;2;73;4392761#0;2;2;1.05;69;0.47;5.10;381.41;10.83;0.78;80.87;4.71;0.00
39600.00;43200.00;39600_to_43200;3;1.52;3;65;4392761#2;17;17;0.76;65;0.37;9.89;670.47;12.88;0.93;42.47;9.50;0.00
39600.00;43200.00;39600_to_43200;3;155.67;3;113;4392761#3;19;19;77.83;113;1.30;0.97;112.08;5.35;0.38;65.70;0.22;16.00
39600.00;43200.00;39600_to_43200;5;3.67;2;163;4422176;5;5;1.83;159;0.89;14.48;2374.96;12.76;0.92;158.38;14.07;0.00
39600.00;43200.00;39600_to_43200;1;1.77;1;77;4422177;0;0;0.89;77;0.43;10.22;796.64;12.70;0.91;57.93;9.78;0.00
39600.00;43200.00;39600_to_43200;4;2.66;0;86;4441057#1;1;1;1.33;82;0.46;1.26;108.14;12.93;0.93;5.66;0.87;0.00
39600.00;43200.00;39600_to_43200;3;5.63;3;163;4441059#1;0;0;2.82;163;0.97;1.32;217.02;11.91;0.86;27.74;0.91;0.00
39600.00;43200.00;39600_to_43200;2;1.54;2;64;4441061;0;0;0.77;64;0.36;5.50;361.89;12.76;0.92;24.64;5.11;0.00
39600.00;43200.00;39600_to_43200;0;1.81;3;74;4441062;0;0;0.90;77;0.42;5.29;406.11;12.74;0.92;27.98;4.90;0.00
39600.00;43200.00;39600_to_43200;3;1.51;2;64;4441063;2;2;0.75;63;0.36;8.07;531.64;12.76;0.92;38.75;7.66;0.00
39600.00;43200.00;39600_to_43200;4;3.55;4;84;450186404;0;0;3.55;84;1.66;11.04;968.00;7.31;0.88;107.18;10.34;0.00
39600.00;43200.00;39600_to_43200;1;6.93;4;129;450925440;0;0;6.93;131;3.10;7.20;952.26;5.99;0.72;243.93;6.32;47.00
39600.00;43200.00;39600_to_43200;3;3.58;0;157;4690591#0;16;16;1.79;154;0.85;9.31;1461.62;12.73;0.92;115.28;8.93;0.00
39600.00;43200.00;39600_to_43200;2;3.70;0;86;4690638;0;0;3.70;84;1.61;5.17;443.83;7.43;0.89;46.77;4.49;0.00
39600.00;43200.00;39600_to_43200;2;1.39;2;33;4726679#0;0;0;1.39;33;0.67;19.58;683.23;7.22;0.87;92.70;18.67;10.00
39600.00;43200.00;39600_to_43200;1;1.93;1;50;4726679#1;0;0;1.93;50;0.94;22.58;1150.46;7.55;0.91;106.05;21.89;0.00
39600.00;43200.00;39600_to_43200;2;0.11;0;3;4726680;0;0;0.11;1;0.05;33.35;99.44;7.95;0.95;8.19;32.72;0.00
39600.00;43200.00;39600_to_43200;1;3.73;5;89;4726681#0;0;0;3.73;93;1.82;36.04;3383.53;7.13;0.86;395.77;35.23;1.00
39600.00;43200.00;39600_to_43200;2;6.15;4;151;4726681#1;0;0;6.15;150;2.90;12.71;1938.78;7.28;0.87;209.98;11.99;0.00
39600.00;43200.00;39600_to_43200;5;5.48;4;133;4726681#2;0;0;5.48;132;2.59;12.11;1654.87;7.34;0.88;173.87;11.43;0.00
39600.00;43200.00;39600_to_43200;1;6.16;4;129;4726681#3;0;0;6.16;132;2.90;14.23;1888.11;6.33;0.76;392.31;13.17;87.00
39600.00;43200.00;39600_to_43200;3;5.76;3;128;4726684;0;0;5.76;128;2.50;5.39;702.89;7.22;0.87;81.93;4.70;0.00
39600.00;43200.00;39600_to_43200;2;7.36;5;180;4726685#0;0;0;7.36;183;3.54;18.12;3347.56;7.25;0.87;398.04;17.40;0.00
39600.00;43200.00;39600_to_43200;4;6.41;3;150;4726685#1;0;0;6.41;149;3.01;12.16;1858.12;7.03;0.84;241.25;11.33;0.00
39600.00;43200.00;39600_to_43200;1;0.13;0;2;4726694#0;0;0;0.13;1;0.06;28.60;56.13;4.26;0.77;6.96;27.34;0.00
39600.00;43200.00;39600_to_43200;1;1.14;1;16;4726694#2;0;0;1.14;16;0.53;14.69;247.80;4.46;0.80;45.42;13.58;9.00
39600.00;43200.00;39600_to_43200;2;4.12;0;104;4726706#0;0;0;4.12;103;2.01;29.73;3108.28;7.21;0.87;367.59;28.91;25.00
39600.00;43200.00;39600_to_43200;4;11.95;2;236;4726706#1;0;0;11.95;233;5.23;6.21;1469.63;6.31;0.76;314.50;5.31;20.00
39600.00;43200.00;39600_to_43200;5;7.66;2;193;4726706#2;0;0;7.66;190;3.69;18.74;3651.82;7.33;0.88;400.97;18.07;0.00
39600.00;43200.00;39600_to_43200;3;1.12;4;14;4726710#0;0;0;1.12;15;0.52;12.86;226.48;4.77;0.86;30.69;11.80;0.00
39600.00;43200.00;39600_to_43200;1;0.21;3;2;4726711#0;0;0;0.21;4;0.10;20.10;97.55;6.58;0.79;12.37;19.39;0.00
39600.00;43200.00;39600_to_43200;4;0.50;2;10;4726711#1;0;0;0.50;8;0.24;13.16;155.59;6.89;0.83;19.43;12.46;0.00
39600.00;43200.00;39600_to_43200;0;1.20;5;27;4726712;0;0;1.20;32;0.58;18.71;595.44;7.62;0.91;59.52;17.94;0.00
39600.00;43200.00;39600_to_43200;6;3.77;3;170;4726717;53;53;1.89;167;0.93;26.57;4578.09;12.88;0.93;278.18;26.14;0.00
39600.00;43200.00;39600_to_43200;1;3.70;0;164;4726737;20;20;1.85;163;0.90;13.88;2276.32;12.67;0.91;172.82;13.49;0.00
39600.00;43200.00;39600_to_43200;3;7.73;6;313;4726785#1;15;15;3.87;314;1.79;5.95;1886.86;12.23;0.88;181.20;5.52;0.00
39600.00;43200.00;39600_to_43200;1;21.23;1;68;4730616#1;0;0;21.23;68;1.26;0.74;51.20;7.63;0.92;4.72;0.09;0.00
39600.00;43200.00;39600_to_43200;1;2.88;2;68;4730616#2;0;0;2.88;69;1.32;8.91;622.27;7.29;0.87;61.48;8.01;0.00
39600.00;43200.00;39600_to_43200;0;2.38;3;55;4730618;0;0;2.38;58;1.15;26.27;1521.66;6.96;0.84;232.68;25.22;53.00
39600.00;43200.00;39600_to_43200;0;1.72;4;42;4730619;0;0;1.72;44;0.84;28.49;1296.60;7.52;0.90;111.97;27.83;0.00
39600.00;43200.00;39600_to_43200;4;1.29;2;28;4730620;0;0;1.29;26;0.61;15.09;450.10;6.73;0.81;66.56;14.11;6.00
39600.00;43200.00;39600_to_43200;3;1.77;2;44;4730623;0;0;1.77;43;0.85;18.92;868.39;7.48;0.90;93.55;18.10;7.00
39600.00;43200.00;39600_to_43200;6;3.43;2;86;4730624;0;0;3.43;81;1.66;27.87;2434.06;7.26;0.87;256.61;26.97;0.00
39600.00;43200.00;39600_to_43200;4;4.78;2;120;4730627;0;0;4.78;117;2.25;12.75;1541.83;7.42;0.89;157.03;12.07;0.00
39600.00;43200.00;39600_to_43200;6;0.45;1;10;4730631#0;0;0;0.45;5;0.21;8.89;96.11;7.19;0.86;12.28;8.16;0.00
39600.00;43200.00;39600_to_43200;1;0.46;5;6;4730631#1;0;0;0.46;10;0.22;10.95;116.11;6.80;0.82;19.91;10.09;0.00
39600.00;43200.00;39600_to_43200;3;3.20;2;67;4730633;0;0;3.20;65;1.49;10.83;744.43;6.43;0.77;135.00;9.97;24.00
39600.00;43200.00;39600_to_43200;1;1.01;1;25;4730634;0;0;1.01;24;0.49;18.09;467.61;7.36;0.88;48.67;17.38;1.00
39600.00;43200.00;39600_to_43200;2;1.87;1;28;4730636;0;0;1.87;27;0.89;21.58;623.36;4.53;0.81;87.53;20.51;0.00
39600.00;43200.00;39600_to_43200;3;1.78;4;41;4730637#0;0;0;1.78;42;0.84;11.43;511.28;7.40;0.89;49.39;10.77;0.00
39600.00;43200.00;39600_to_43200;3;2.13;6;50;4730637#1;0;0;2.13;53;1.03;20.90;1165.20;7.50;0.90;104.32;20.23;0.00
39600.00;43200.00;39600_to_43200;4;2.63;2;63;4730637#3;0;0;2.63;61;1.21;8.38;542.33;7.42;0.89;51.80;7.69;0.00
39600.00;43200.00;39600_to_43200;4;2.16;1;54;4730637#4;0;0;2.16;52;1.04;18.55;1024.16;7.36;0.88;112.62;17.79;3.00
39600.00;43200.00;39600_to_43200;1;0.98;4;19;4730638;0;0;0.98;22;0.46;11.53;261.61;6.89;0.83;33.01;10.78;0.00
39600.00;43200.00;39600_to_43200;3;0.90;6;16;4730644;0;0;0.90;19;0.42;11.82;255.52;7.13;0.86;34.17;11.01;0.00
39600.00;43200.00;39600_to_43200;1;0.94;2;8;4730647#0;0;0;0.94;9;0.41;6.94;65.71;3.52;0.42;39.15;5.49;15.00
39600.00;43200.00;39600_to_43200;5;1.29;3;31;4730647#1;0;0;1.29;29;0.62;19.70;666.70;7.54;0.91;62.28;18.94;0.00
39600.00;43200.00;39600_to_43200;1;0.52;0;13;4730647#2;0;0;0.52;12;0.24;15.12;196.44;7.33;0.88;17.08;14.20;0.00
39600.00;43200.00;39600_to_43200;0;0.26;2;5;4730648#0;0;0;0.26;6;0.13;20.11;135.42;7.36;0.88;14.86;19.37;0.00
39600.00;43200.00;39600_to_43200;0;0.49;4;3;4730648#2;0;0;0.49;7;0.19;2.99;16.68;4.81;0.58;5.94;2.11;0.00
39600.00;43200.00;39600_to_43200;3;0.82;2;19;4730649;0;0;0.82;18;0.40;35.31;739.47;7.22;0.87;67.71;34.48;0.00
39600.00;43200.00;39600_to_43200;2;7.26;4;177;4730651;0;0;7.26;180;3.44;13.56;2463.52;7.32;0.88;258.43;12.81;0.00
39600.00;43200.00;39600_to_43200;1;1.82;6;42;4730654;0;0;1.82;47;0.89;27.76;1328.10;7.48;0.90;116.28;26.97;0.00
39600.00;43200.00;39600_to_43200;1;0.29;3;2;47446166;0;0;0.29;4;0.12;3.69;15.29;5.26;0.63;4.99;2.95;0.00
39600.00;43200.00;39600_to_43200;5;1.79;2;45;47461591#0;0;0;1.79;42;0.86;20.77;974.18;7.53;0.90;100.15;19.98;0.00
39600.00;43200.00;39600_to_43200;1;9.63;5;143;47895849#0;0;0;9.63;147;4.61;26.44;3898.89;4.44;0.80;728.22;25.16;93.00
39600.00;43200.00;39600_to_43200;3;13.48;6;191;47895849#2;0;0;13.48;194;5.94;8.98;1761.67;4.60;0.83;279.29;7.87;1.00
39600.00;43200.00;39600_to_43200;1;12.07;4;183;47896065;0;0;12.07;185;5.61;15.23;2829.54;4.60;0.83;447.17;14.13;4.00
39600.00;43200.00;39600_to_43200;6;7.52;5;71;507818916;0;0;7.52;70;3.26;5.95;442.91;3.59;0.43;250.53;4.96;101.00
39600.00;43200.00;39600_to_43200;7;106.08;0;33;510481270;0;0;106.08;23;45.07;325.99;9329.87;0.09;0.01;9227.12;226.93;8962.68
39600.00;43200.00;39600_to_43200;0;133.33;0;83;510481273#0;0;0;133.33;83;65.53;620.72;23052.25;0.08;0.01;22908.47;571.17;22143.00
39600.00;43200.00;39600_to_43200;8;6.23;0;116;510492454#0;1;1;3.11;108;1.42;9.21;1065.74;5.70;0.68;299.68;8.23;88.00
39600.00;43200.00;39600_to_43200;4;3.97;4;96;510492456;0;0;3.97;96;1.93;25.91;2586.86;7.18;0.86;266.28;25.18;0.00
39600.00;43200.00;39600_to_43200;4;2.20;2;38;510702678#1;0;0;2.20;36;1.04;15.52;617.84;5.35;0.64;210.47;14.51;95.00
39600.00;43200.00;39600_to_43200;1;0.32;4;4;524150333#0;0;0;0.32;7;0.16;18.29;143.44;7.10;0.85;17.44;17.64;0.00
39600.00;43200.00;39600_to_43200;0;3.43;70;0;524150338#0;0;0;3.43;70;1.62;7.02;428.03;5.66;0.68;128.85;6.38;0.00
39600.00;43200.00;39600_to_43200;4;3.79;4;90;524151750;0;0;3.79;90;1.80;17.33;1625.33;7.17;0.86;172.42;16.43;0.00
39600.00;43200.00;39600_to_43200;4;8.23;7;123;5450857#0;0;0;8.23;126;3.69;7.37;950.67;5.03;0.60;374.88;6.44;82.00
39600.00;43200.00;39600_to_43200;1;0.24;3;3;5450858#1;0;0;0.24;5;0.11;16.09;94.06;7.18;0.86;12.40;15.42;0.00
39600.00;43200.00;39600_to_43200;4;1.09;3;23;5450860#0;0;0;1.09;22;0.51;11.92;306.55;7.00;0.84;43.17;11.09;1.00
39600.00;43200.00;39600_to_43200;4;0.85;4;19;5450860#1;0;0;0.85;19;0.42;39.46;910.45;7.68;0.92;82.38;38.75;0.00
39600.00;43200.00;39600_to_43200;0;6.84;0;110;5451917#0;22;22;3.42;110;1.34;4.84;522.58;5.42;0.65;173.03;3.29;69.00
39600.00;43200.00;39600_to_43200;0;86.81;0;110;5451917#0.13;12;12;28.94;110;1.82;2.02;221.88;2.83;0.34;144.33;0.73;90.00
39600.00;43200.00;39600_to_43200;0;97.65;0;306;5451918#0;7;7;48.82;304;19.08;12.68;3863.25;1.26;0.15;3289.21;11.83;2850.00
39600.00;43200.00;39600_to_43200;3;3.78;3;81;552794577;0;0;3.78;81;1.71;7.36;614.91;6.82;0.82;86.36;6.63;0.00
39600.00;43200.00;39600_to_43200;0;1.51;4;26;567036033;0;0;1.51;30;0.66;6.61;195.11;6.19;0.74;44.91;5.71;7.00
39600.00;43200.00;39600_to_43200;3;0.92;3;21;567036034;0;0;0.92;21;0.44;22.15;528.41;7.46;0.89;54.21;21.25;0.00
39600.00;43200.00;39600_to_43200;5;80.60;2;188;583307354;0;0;40.30;183;16.70;18.66;3362.89;0.89;0.11;3005.96;9.33;2825.00
39600.00;43200.00;39600_to_43200;4;23.37;1;16;583307357#0;0;0;23.37;13;0.45;1.00;16.83;5.20;0.62;5.87;0.03;0.00
39600.00;43200.00;39600_to_43200;2;2.93;1;13;583307357#1;0;0;2.93;12;0.61;2.18;29.44;3.58;0.43;16.63;0.55;7.00
39600.00;43200.00;39600_to_43200;0;30.57;2;12;583307357#2;0;0;30.57;14;0.49;1.58;22.01;3.29;0.39;13.18;0.62;7.00
39600.00;43200.00;39600_to_43200;3;266.67;2;107;583307358;25;25;133.33;83;48.26;147.32;7115.57;0.08;0.01;7047.96;144.14;6940.00
39600.00;43200.00;39600_to_43200;1;99.26;1;93;591680761#0;0;0;99.26;91;46.29;150.81;13896.12;0.29;0.02;13592.41;149.63;13021.00
39600.00;43200.00;39600_to_43200;2;8.10;1;100;606127853;0;0;8.10;99;2.98;3.64;365.54;4.81;0.87;70.32;2.71;0.00
39600.00;43200.00;39600_to_43200;3;2.27;3;26;606127854;0;0;2.27;26;0.91;4.82;134.23;4.45;0.80;33.10;3.70;3.00
39600.00;43200.00;39600_to_43200;7;11.64;4;286;610739513#0;0;0;11.64;283;5.59;17.28;5002.90;7.19;0.86;603.29;16.57;0.00
39600.00;43200.00;39600_to_43200;2;9.47;5;213;610739513#1;0;0;9.47;216;4.26;7.16;1557.29;7.07;0.85;202.86;6.42;0.00
39600.00;43200.00;39600_to_43200;4;0.94;1;14;616545123;0;0;0.94;11;0.43;11.29;166.83;4.82;0.87;25.03;10.33;0.00
39600.00;43200.00;39600_to_43200;2;0.81;2;18;616545124;0;0;0.81;18;0.39;24.60;489.78;7.04;0.84;61.64;23.55;2.00
39600.00;43200.00;39600_to_43200;82;1.81;0;82;625259599;1;1;0.91;0;0.44;10.95;892.36;12.95;0.93;44.34;10.57;0.00
39600.00;43200.00;39600_to_43200;0;1.56;67;0;625259600;0;0;0.78;66;0.39;35.36;2316.44;11.83;0.85;303.21;34.97;0.00
39600.00;43200.00;39600_to_43200;1;0.38;2;4;627916936#1;0;0;0.38;5;0.18;11.87;68.23;4.57;0.55;30.47;10.56;13.00
39600.00;43200.00;39600_to_43200;6;2.83;4;69;627916937;0;0;2.83;68;1.33;11.73;856.87;7.58;0.91;81.85;11.08;0.00
39600.00;43200.00;39600_to_43200;2;11.36;1;182;628755546#0;0;0;11.36;180;5.21;9.77;1785.73;4.98;0.60;713.18;8.79;247.00
39600.00;43200.00;39600_to_43200;2;7.19;2;175;628755547#0;0;0;7.19;176;3.51;33.20;5899.63;7.02;0.84;874.24;32.29;78.00
39600.00;43200.00;39600_to_43200;3;6.34;4;133;628757206#0;0;0;6.34;132;3.04;17.89;2428.45;6.22;0.75;587.69;16.95;113.00
39600.00;43200.00;39600_to_43200;0;4.26;84;0;628782529#0;0;0;4.26;84;2.09;30.67;2472.39;5.42;0.65;841.39;29.52;368.00
39600.00;43200.00;39600_to_43200;5;0.26;0;7;628782529#3;0;0;0.26;2;0.12;11.47;79.00;7.80;0.94;6.81;10.84;0.00
39600.00;43200.00;39600_to_43200;2;0.07;0;2;628782529#5;0;0;0.07;0;0.03;15.14;30.27;7.95;0.95;2.23;14.53;0.00
39600.00;43200.00;39600_to_43200;0;122.39;4;88;633077911;0;0;122.39;92;2.34;0.96;88.12;5.42;0.65;21.00;0.05;1.00
39600.00;43200.00;39600_to_43200;2;3.12;0;77;65583364;0;0;3.12;75;1.42;7.31;561.88;7.52;0.90;53.77;6.60;0.00
39600.00;43200.00;39600_to_43200;3;0.68;1;16;65583365#0;0;0;0.68;12;0.32;10.76;176.57;7.14;0.86;23.79;9.95;0.00
39600.00;43200.00;39600_to_43200;2;0.50;3;11;65583365#1;0;0;0.50;11;0.24;21.23;274.55;7.38;0.89;32.66;20.43;0.00
39600.00;43200.00;39600_to_43200;2;44.93;3;139;687383599#0;6;6;22.47;140;10.78;16.90;2382.77;1.17;0.08;2171.65;16.05;1847.00
39600.00;43200.00;39600_to_43200;0;1.74;3;24;691307157;0;0;1.74;27;0.81;14.64;392.05;4.62;0.83;52.52;13.56;0.00
39600.00;43200.00;39600_to_43200;2;0.39;3;6;693295225;0;0;0.39;7;0.18;9.11;79.45;6.73;0.81;16.05;8.27;0.00
39600.00;43200.00;39600_to_43200;3;2.17;0;54;70724347#1;0;0;2.17;51;1.02;12.50;674.51;7.29;0.88;67.56;11.78;0.00
39600.00;43200.00;39600_to_43200;3;7.15;2;170;720012594#0;0;0;7.15;169;3.34;11.15;1915.61;7.12;0.85;211.21;10.43;0.00
39600.00;43200.00;39600_to_43200;1;4.61;3;74;720012595#0;0;0;4.61;77;2.21;20.78;1598.01;4.87;0.58;602.96;19.65;341.00
39600.00;43200.00;39600_to_43200;0;7.54;0;83;745660413#0;0;0;7.54;83;3.13;4.76;395.23;4.11;0.49;195.89;3.76;84.00
39600.00;43200.00;39600_to_43200;2;133.33;2;144;745660413#1;0;0;133.33;144;3.95;1.15;167.72;4.50;0.54;75.62;0.31;39.24
39600.00;43200.00;39600_to_43200;6;7.72;1;93;759157551;0;0;7.72;89;2.70;3.11;291.42;4.98;0.90;61.19;2.22;0.00
39600.00;43200.00;39600_to_43200;3;0.82;5;15;7682864#1;0;0;0.82;18;0.39;10.12;206.31;7.37;0.88;25.55;9.41;0.00
39600.00;43200.00;39600_to_43200;4;0.53;5;8;7682864#2;0;0;0.53;9;0.25;11.99;151.90;7.05;0.85;22.67;11.15;0.00
39600.00;43200.00;39600_to_43200;1;0.42;1;10;7682875;0;0;0.42;10;0.20;15.52;170.09;7.56;0.91;18.14;14.82;0.00
39600.00;43200.00;39600_to_43200;2;1.02;2;15;772942669;0;0;1.02;15;0.49;24.25;409.11;4.78;0.86;50.73;23.20;0.00
39600.00;43200.00;39600_to_43200;2;5.11;6;41;781742860#1;0;0;5.11;45;2.44;17.84;826.99;2.80;0.34;546.92;16.71;404.00
39600.00;43200.00;39600_to_43200;7;3.22;2;36;781742860#3;0;0;3.22;31;1.51;12.23;458.46;3.64;0.44;253.05;11.11;157.00
39600.00;43200.00;39600_to_43200;3;1.26;0;31;781742860#4;0;0;1.26;28;0.60;17.64;545.60;7.10;0.85;72.45;16.92;0.00
39600.00;43200.00;39600_to_43200;3;0.25;0;7;8152033#0;0;0;0.25;4;0.12;8.79;60.43;8.10;0.97;4.58;8.11;0.00
39600.00;43200.00;39600_to_43200;2;3.27;3;62;8152035#0;0;0;3.27;64;1.55;15.61;1021.29;5.87;0.70;275.54;14.41;108.00
39600.00;43200.00;39600_to_43200;5;1.01;2;23;8152036#0;0;0;1.01;20;0.49;21.37;532.10;7.06;0.85;57.89;20.18;0.00
39600.00;43200.00;39600_to_43200;2;1.57;3;35;8152037#0;0;0;1.57;36;0.72;8.47;319.21;7.24;0.87;38.71;7.78;0.00
39600.00;43200.00;39600_to_43200;2;1.64;2;36;8152037#1;0;0;1.64;36;0.75;8.52;322.13;7.00;0.84;48.92;7.75;2.00
39600.00;43200.00;39600_to_43200;2;2.62;3;58;8152038;0;0;2.62;59;1.24;13.68;831.66;6.82;0.82;150.26;12.81;27.00
39600.00;43200.00;39600_to_43200;3;0.34;1;5;8152056;0;0;0.34;3;0.17;24.66;145.38;4.97;0.89;17.42;23.73;0.00
39600.00;43200.00;39600_to_43200;4;3.49;4;79;8152060#0;0;0;3.49;80;1.63;9.90;820.91;7.10;0.85;116.17;9.18;0.00
39600.00;43200.00;39600_to_43200;9;4.12;1;98;8152060#1;0;0;4.12;90;1.87;7.56;745.07;7.31;0.88;76.05;6.84;0.00
39600.00;43200.00;39600_to_43200;2;1.73;0;37;832488060#1;0;0;1.73;35;0.82;15.16;560.61;6.26;0.75;134.32;14.23;59.00
39600.00;43200.00;39600_to_43200;2;0.99;0;25;832488061;0;0;0.99;23;0.46;9.83;245.05;7.51;0.90;20.43;9.16;0.00
39600.00;43200.00;39600_to_43200;1;3.91;7;46;8382421#0;0;0;3.91;52;1.87;17.36;911.07;4.01;0.48;471.58;16.26;334.00
39600.00;43200.00;39600_to_43200;0;0.49;2;9;8382440#0;0;0;0.49;12;0.24;38.05;453.58;6.93;0.83;56.86;37.02;7.00
39600.00;43200.00;39600_to_43200;0;4.90;1;70;8382447#0;0;0;4.90;71;1.61;2.33;164.77;6.15;0.74;22.45;1.43;0.00
39600.00;43200.00;39600_to_43200;0;0.15;3;1;8382447#1;0;0;0.15;4;0.08;13.97;53.76;7.28;0.87;8.23;13.32;0.00
39600.00;43200.00;39600_to_43200;6;0.92;2;21;8384886#1;0;0;0.92;17;0.44;13.32;303.45;7.24;0.87;34.76;12.59;0.00
39600.00;43200.00;39600_to_43200;3;2.01;3;47;8384893#0;0;0;2.01;47;0.94;11.53;573.73;7.33;0.88;59.93;10.74;0.00
39600.00;43200.00;39600_to_43200;2;0.48;2;10;8384893#1;0;0;0.48;10;0.22;10.19;120.54;7.38;0.89;12.95;9.50;0.00
39600.00;43200.00;39600_to_43200;0;5.56;7;129;8384902;0;0;5.56;135;2.58;10.21;1373.47;7.22;0.87;153.41;9.51;0.00
39600.00;43200.00;39600_to_43200;1;1.84;3;39;8384905;0;0;1.84;39;0.86;12.17;495.91;6.55;0.79;86.79;11.17;12.00
39600.00;43200.00;39600_to_43200;4;0.93;1;18;8384907;0;0;0.93;15;0.37;3.46;63.96;6.98;0.84;8.83;2.71;0.00
39600.00;43200.00;39600_to_43200;3;0.35;2;7;8384914;0;0;0.35;6;0.17;11.03;97.12;7.42;0.89;11.03;10.37;0.00
39600.00;43200.00;39600_to_43200;0;3.69;6;81;8384918;0;0;3.69;87;1.78;21.05;1826.66;6.77;0.81;305.42;20.16;24.00
39600.00;43200.00;39600_to_43200;2;1.28;3;16;8384926#0;0;0;1.28;17;0.61;19.66;369.24;4.34;0.52;181.91;18.40;110.00
39600.00;43200.00;39600_to_43200;7;2.00;3;48;8384928;0;0;2.00;44;0.94;11.12;563.02;7.48;0.90;59.33;10.36;0.00
39600.00;43200.00;39600_to_43200;0;1.73;69;0;839709051;0;0;0.86;70;0.43;21.05;1436.22;11.22;0.81;261.00;20.66;0.00
39600.00;43200.00;39600_to_43200;82;1.79;0;81;839709054;0;0;0.90;0;0.43;10.60;861.16;13.08;0.94;43.24;10.22;0.00
39600.00;43200.00;39600_to_43200;2;5.76;0;258;856293281;29;29;2.88;257;1.42;33.17;8593.32;12.65;0.91;656.52;32.77;0.00
39600.00;43200.00;39600_to_43200;2;79.54;0;74;856293282;0;0;79.54;72;1.47;0.78;57.27;6.71;0.48;29.19;0.08;3.80
39600.00;43200.00;39600_to_43200;2;1.51;5;61;856293283;0;0;0.76;64;0.36;8.40;551.82;12.67;0.91;40.00;8.01;0.00
39600.00;43200.00;39600_to_43200;1;3.78;1;172;856293284;5;5;1.89;170;0.92;13.37;2300.67;13.03;0.94;121.81;12.99;0.00
39600.00;43200.00;39600_to_43200;7;4.05;0;169;856293285#0;1;1;2.02;161;0.94;5.89;990.91;12.40;0.89;80.94;5.44;0.00
39600.00;43200.00;39600_to_43200;85;1.83;0;83;856293285#1;19;19;0.91;0;0.45;36.93;3114.36;12.96;0.93;148.51;36.55;0.00
39600.00;43200.00;39600_to_43200;0;1.67;4;70;856297346;0;0;0.83;74;0.40;9.78;722.21;12.80;0.92;47.66;9.39;0.00
39600.00;43200.00;39600_to_43200;0;0.52;3;3;875773546;0;0;0.52;6;0.25;26.10;151.97;3.30;0.40;86.03;24.79;64.00
39600.00;43200.00;39600_to_43200;0;198.38;1;82;879483837;9;9;99.19;47;45.23;588.40;24039.11;0.07;0.00;23927.89;523.18;23143.42
39600.00;43200.00;39600_to_43200;2;4.09;0;24;887989674;0;0;4.09;22;1.65;4.93;117.16;2.63;0.32;84.79;3.79;51.00
39600.00;43200.00;39600_to_43200;6;4.63;4;170;897211373#0;52;52;2.32;168;1.02;4.02;697.23;11.65;0.84;83.15;3.52;0.00
39600.00;43200.00;39600_to_43200;0;5.39;5;213;897325985#1;10;10;2.69;218;1.20;3.70;803.93;12.56;0.90;64.50;3.31;0.00
