interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;0_to_3600;2;0.81;4;14;-1024105863;0;0;0.81;16;0.35;4.41;75.95;7.06;0.85;12.76;3.76;0.00
0.00;3600.00;0_to_3600;0;0.28;2;5;-1106583870;0;0;0.28;7;0.13;13.36;92.06;7.10;0.85;11.66;12.37;0.00
0.00;3600.00;0_to_3600;4;40.73;4;65;-1238600634#0;0;0;40.73;65;1.97;1.17;77.71;4.73;0.57;12.63;0.10;0.00
0.00;3600.00;0_to_3600;8;19.65;1;288;-13853658;0;0;19.65;281;8.84;10.36;2989.83;4.56;0.82;565.81;9.31;58.00
0.00;3600.00;0_to_3600;3;3.18;1;51;-13853659#1;0;0;3.18;48;1.48;15.85;808.80;4.78;0.86;102.63;14.79;0.00
0.00;3600.00;0_to_3600;3;0.31;3;5;-13853663;0;0;0.31;5;0.15;20.19;158.88;7.38;0.89;16.92;19.35;0.00
0.00;3600.00;0_to_3600;2;0.20;0;5;-14118784#0;0;0;0.20;3;0.10;15.17;75.84;7.23;0.87;6.45;14.43;0.00
0.00;3600.00;0_to_3600;0;0.42;5;3;-14118784#1;0;0;0.42;8;0.19;6.31;45.92;5.55;0.67;12.84;5.56;0.00
0.00;3600.00;0_to_3600;2;0.49;3;9;-14858868;0;0;0.49;10;0.23;11.43;134.39;7.12;0.85;15.74;10.59;0.00
0.00;3600.00;0_to_3600;2;0.46;1;11;-150276003#0;0;0;0.46;10;0.22;11.88;141.40;7.68;0.92;13.34;11.20;0.00
0.00;3600.00;0_to_3600;1;0.22;1;5;-150276003#1;0;0;0.22;5;0.11;27.98;167.13;7.57;0.91;15.11;27.32;0.00
0.00;3600.00;0_to_3600;1;0.64;3;12;-15089551;0;0;0.64;14;0.29;7.01;102.42;7.09;0.85;12.88;6.20;0.00
0.00;3600.00;0_to_3600;25;5.41;2;109;-17073048#1;0;0;5.41;86;2.12;3.29;360.17;7.13;0.86;52.12;2.61;0.00
0.00;3600.00;0_to_3600;2;2.58;1;65;-17670100#1;0;0;2.58;64;1.22;12.39;817.02;7.50;0.90;74.36;11.73;0.00
0.00;3600.00;0_to_3600;2;2.50;3;61;-17670100#2;0;0;2.50;62;1.18;12.79;815.39;7.49;0.90;78.10;12.11;0.00
0.00;3600.00;0_to_3600;0;2.45;2;53;-231940830#2;0;0;2.45;55;1.19;27.70;1521.78;6.42;0.77;351.01;26.58;108.00
0.00;3600.00;0_to_3600;1;1.91;2;41;-236306864#4;0;0;1.91;42;0.91;16.59;711.48;6.55;0.79;150.42;15.63;41.00
0.00;3600.00;0_to_3600;3;2.56;1;32;-237344387;0;0;2.56;30;1.16;10.95;357.39;3.99;0.72;93.43;9.74;35.00
0.00;3600.00;0_to_3600;1;3.21;2;79;-244422544;0;0;3.21;79;1.52;15.65;1250.89;7.25;0.87;162.57;14.75;1.00
0.00;3600.00;0_to_3600;5;2.36;2;47;-265113917;0;0;2.36;44;1.08;7.68;371.89;6.34;0.76;87.60;6.86;24.00
0.00;3600.00;0_to_3600;4;7.60;1;119;-28575360;0;0;7.60;116;3.49;12.64;1513.34;4.77;0.86;206.16;11.61;0.00
0.00;3600.00;0_to_3600;0;1.06;1;22;-31411680;0;0;1.06;23;0.50;12.66;290.38;6.38;0.77;73.75;11.72;30.00
0.00;3600.00;0_to_3600;3;4.00;2;65;-31411842;0;0;4.00;64;1.89;16.48;1099.22;4.93;0.89;147.52;15.57;0.00
0.00;3600.00;0_to_3600;0;0.07;0;2;-31445160#0;0;0;0.07;2;0.03;14.90;29.79;7.97;0.96;3.41;14.21;0.00
0.00;3600.00;0_to_3600;2;0.20;1;4;-31445160#1;0;0;0.20;3;0.09;16.29;79.52;7.22;0.87;8.39;15.57;0.00
0.00;3600.00;0_to_3600;2;3.17;1;50;-31519076;0;0;3.17;48;1.54;40.27;2032.23;4.54;0.82;325.75;39.04;31.00
0.00;3600.00;0_to_3600;1;0.23;2;4;-327412184;0;0;0.23;5;0.11;16.57;97.53;7.47;0.90;10.65;15.62;0.00
0.00;3600.00;0_to_3600;1;0.67;1;14;-33301560;0;0;0.67;14;0.28;4.04;59.68;7.36;0.88;7.66;3.40;0.00
0.00;3600.00;0_to_3600;2;5.06;3;69;-34065519;0;0;5.06;70;2.21;8.31;593.71;4.52;0.81;99.03;7.23;9.00
0.00;3600.00;0_to_3600;1;2.39;2;47;-36786444#2;0;0;2.39;48;1.10;9.72;474.87;6.20;0.74;124.07;8.79;34.00
0.00;3600.00;0_to_3600;5;2.56;3;56;-36786445#2;2;2;1.28;54;0.59;7.95;466.64;7.01;0.84;74.56;7.22;14.00
0.00;3600.00;0_to_3600;1;3.37;0;48;-400062405;0;0;3.37;46;1.45;7.57;360.76;4.59;0.83;62.45;6.49;9.00
0.00;3600.00;0_to_3600;3;1.42;6;31;-40493501#2;0;0;1.42;34;0.68;16.34;599.19;7.48;0.90;58.25;15.53;0.00
0.00;3600.00;0_to_3600;2;0.21;2;4;-40493501#3;0;0;0.21;4;0.10;20.38;120.69;8.01;0.96;12.58;19.78;0.00
0.00;3600.00;0_to_3600;2;0.27;1;6;-40493501#4;0;0;0.27;5;0.13;6.92;47.42;7.69;0.92;5.39;6.24;0.00
0.00;3600.00;0_to_3600;2;2.70;3;43;-414404581;0;0;2.70;44;1.21;7.11;323.40;5.38;0.65;112.16;6.24;39.00
0.00;3600.00;0_to_3600;3;1.89;0;43;-450925440;0;0;1.89;40;0.83;6.07;259.69;7.11;0.85;32.62;5.26;0.00
0.00;3600.00;0_to_3600;0;5.55;85;0;-4726710#1;0;0;5.55;85;2.66;14.44;1124.85;4.24;0.76;252.09;13.35;37.00
0.00;3600.00;0_to_3600;1;1.10;3;26;-4726711#0;0;0;1.10;28;0.53;17.51;505.82;7.56;0.91;46.81;16.78;0.00
0.00;3600.00;0_to_3600;0;0.71;1;17;-4726711#1;0;0;0.71;18;0.33;12.13;217.69;7.47;0.90;23.54;11.44;0.00
0.00;3600.00;0_to_3600;5;1.46;7;31;-4730648#1;0;0;1.46;33;0.70;19.94;750.03;7.43;0.89;76.03;19.02;0.00
0.00;3600.00;0_to_3600;3;2.00;0;36;-4730648#2;0;0;2.00;33;0.66;1.89;67.66;7.61;0.91;5.93;1.24;0.00
0.00;3600.00;0_to_3600;6;1.81;4;29;-47446166;0;0;1.81;27;0.70;2.91;91.92;6.58;0.79;17.55;2.17;0.00
0.00;3600.00;0_to_3600;3;9.13;3;120;-47895849#1;0;0;9.13;118;4.40;30.08;3669.43;3.88;0.70;1073.72;28.77;452.00
0.00;3600.00;0_to_3600;3;7.00;4;98;-47895849#2;0;0;7.00;98;3.09;8.99;905.63;4.55;0.82;148.69;7.89;10.00
0.00;3600.00;0_to_3600;1;6.58;1;103;-47896065;0;0;6.58;103;3.06;14.86;1543.13;4.72;0.85;212.04;13.80;0.00
0.00;3600.00;0_to_3600;3;28.12;1;248;-507534348#1;0;0;28.12;246;13.11;15.14;3768.28;2.79;0.33;2483.95;13.54;1458.00
0.00;3600.00;0_to_3600;0;6.85;4;77;-510702678#1;0;0;6.85;80;3.30;24.03;1925.04;3.46;0.41;1115.10;22.87;789.00
0.00;3600.00;0_to_3600;2;3.58;7;78;-524150326#0;0;0;3.58;83;1.64;8.94;753.87;7.11;0.85;100.77;8.25;0.00
0.00;3600.00;0_to_3600;1;3.46;4;83;-524150333#1;0;0;3.46;86;1.67;17.93;1557.07;7.24;0.87;181.13;17.24;0.00
0.00;3600.00;0_to_3600;60;2.45;0;60;-524150338#1;0;0;1.23;0;0.55;5.32;305.65;7.45;0.89;29.60;4.66;0.00
0.00;3600.00;0_to_3600;4;3.50;1;86;-524150347#1;0;0;3.50;83;1.66;13.33;1158.23;7.27;0.87;131.72;12.64;0.00
0.00;3600.00;0_to_3600;3;3.72;6;52;-5450858#1;0;0;3.72;55;1.80;26.44;1525.30;4.50;0.54;677.29;25.34;437.00
0.00;3600.00;0_to_3600;3;2.49;4;57;-628755543;0;0;2.49;58;1.13;7.05;426.89;7.46;0.90;48.97;6.34;0.00
0.00;3600.00;0_to_3600;2;3.20;6;52;-628755544#4;0;0;3.20;55;1.56;28.00;1601.95;5.14;0.62;627.97;26.85;370.00
0.00;3600.00;0_to_3600;0;2.90;0;49;-628755546#4;0;0;2.90;49;1.32;9.19;450.23;5.24;0.63;167.94;8.19;60.00
0.00;3600.00;0_to_3600;3;1.98;2;48;-628755547#5;0;0;1.98;46;0.96;32.63;1626.55;7.14;0.86;232.67;31.55;34.00
0.00;3600.00;0_to_3600;2;2.23;2;56;-628757206#2;0;0;2.23;56;1.06;14.72;852.45;7.56;0.91;78.82;14.07;0.00
0.00;3600.00;0_to_3600;1;7.38;4;83;-70724345;0;0;7.38;86;3.56;25.15;2180.84;3.46;0.42;1266.69;23.97;895.00
0.00;3600.00;0_to_3600;4;3.09;1;57;-781742860#0;0;0;3.09;53;1.49;22.69;1313.11;5.42;0.65;452.24;21.55;221.00
0.00;3600.00;0_to_3600;7;3.55;0;62;-781742860#1;0;0;3.55;55;1.63;9.30;574.28;5.37;0.64;202.90;8.35;74.00
0.00;3600.00;0_to_3600;3;4.12;3;68;-781742860#3;0;0;4.12;68;1.85;8.34;587.81;5.35;0.64;207.10;7.46;70.00
0.00;3600.00;0_to_3600;2;2.99;2;68;-781742860#4;0;0;2.99;68;1.44;18.71;1307.33;6.75;0.81;240.46;17.79;46.00
0.00;3600.00;0_to_3600;6;1.05;4;21;-832487280;0;0;1.05;19;0.48;8.05;197.68;7.13;0.86;29.14;7.25;0.00
0.00;3600.00;0_to_3600;4;2.03;0;53;-832629331#0;0;0;2.03;49;0.98;16.59;878.66;7.53;0.90;74.15;15.92;0.00
0.00;3600.00;0_to_3600;3;3.67;1;62;-8382447#0;0;0;3.67;60;1.20;1.98;123.29;7.23;0.87;15.31;1.29;0.00
0.00;3600.00;0_to_3600;2;3.42;1;83;-8382447#3;0;0;3.42;82;1.63;14.22;1193.16;7.16;0.86;151.97;13.48;3.00
0.00;3600.00;0_to_3600;2;0.16;2;2;-8384914;0;0;0.16;2;0.08;11.54;44.12;7.12;0.85;6.79;10.90;0.00
0.00;3600.00;0_to_3600;1;3.11;4;75;-875772621#0;0;0;3.11;78;1.52;36.85;2908.02;7.18;0.86;348.40;35.98;0.00
0.00;3600.00;0_to_3600;2;2.15;4;45;-900443644#2;0;0;2.15;47;0.91;4.16;201.28;7.46;0.90;22.41;3.51;0.00
0.00;3600.00;0_to_3600;0;15.50;71;0;-96016135;0;0;15.50;71;2.95;2.58;126.14;2.81;0.51;74.22;;0.00
0.00;3600.00;0_to_3600;1;2.65;1;53;1024105863;0;0;2.65;53;1.09;4.63;249.37;6.72;0.81;45.93;3.61;14.00
0.00;3600.00;0_to_3600;6;1.25;5;27;1041085657;0;0;1.25;26;0.60;17.01;538.73;7.33;0.88;58.04;16.20;2.00
0.00;3600.00;0_to_3600;64;2.36;0;64;1053478472#3;0;0;2.36;0;1.15;24.02;1524.95;7.68;0.92;132.65;23.38;0.00
0.00;3600.00;0_to_3600;2;0.16;1;3;107118812;0;0;0.16;2;0.08;16.58;65.23;7.18;0.86;6.72;15.80;0.00
0.00;3600.00;0_to_3600;0;2.31;3;102;1091652283;29;29;1.16;105;0.56;11.82;1240.26;13.03;0.94;72.54;11.44;0.00
0.00;3600.00;0_to_3600;1;28.58;5;231;1091652430;15;15;9.53;234;4.53;16.19;3807.48;2.59;0.19;3058.71;14.85;2029.00
0.00;3600.00;0_to_3600;5;2.89;4;116;109398805;0;0;2.89;115;1.40;17.77;2130.41;11.80;0.85;313.70;17.08;4.00
0.00;3600.00;0_to_3600;3;0.23;0;6;1106583870;0;0;0.23;3;0.11;12.45;73.88;7.44;0.89;8.64;11.73;0.00
0.00;3600.00;0_to_3600;2;0.29;1;6;1111106315;0;0;0.29;5;0.14;11.13;77.07;7.06;0.85;10.25;10.30;0.00
0.00;3600.00;0_to_3600;3;0.58;4;10;1111110395;0;0;0.58;11;0.28;14.22;195.25;6.91;0.83;24.66;13.46;0.00
0.00;3600.00;0_to_3600;2;1.88;3;24;111691945;0;0;1.88;25;0.75;4.46;116.18;4.97;0.89;22.55;3.55;0.00
0.00;3600.00;0_to_3600;5;0.82;2;18;1150906866;0;0;0.82;15;0.39;14.14;280.54;7.07;0.85;37.99;13.42;0.00
0.00;3600.00;0_to_3600;1;4.76;4;101;1156329248;0;0;4.76;104;2.09;6.24;651.82;6.90;0.83;80.79;5.39;1.00
0.00;3600.00;0_to_3600;2;2.96;4;71;1156337042;0;0;2.96;73;1.41;13.30;994.12;7.38;0.89;105.51;12.62;0.00
0.00;3600.00;0_to_3600;4;2.58;2;64;1168195444;18;18;1.29;62;0.61;12.08;795.42;7.51;0.90;73.42;11.42;0.00
0.00;3600.00;0_to_3600;78;3.15;0;78;117055114#0;0;0;3.15;0;1.44;6.42;482.83;7.41;0.89;42.55;5.76;0.00
0.00;3600.00;0_to_3600;2;133.33;6;191;117055115;0;0;133.33;195;4.01;0.75;147.28;6.80;0.82;25.97;0.01;0.00
0.00;3600.00;0_to_3600;0;23.00;62;0;1188284582#2;62;62;11.50;62;5.43;137.66;8111.89;0.75;0.05;7671.53;124.48;7013.00
0.00;3600.00;0_to_3600;78;1.74;0;80;1196782590#0;2;2;0.87;0;0.42;14.61;1136.91;12.78;0.92;80.65;14.22;0.00
0.00;3600.00;0_to_3600;1;0.16;1;2;1198625656;0;0;0.16;2;0.08;12.33;35.63;5.36;0.64;13.32;11.33;7.00
0.00;3600.00;0_to_3600;3;3.30;3;82;1198625658;0;0;3.30;80;1.59;20.42;1722.40;7.35;0.88;180.70;19.72;0.00
0.00;3600.00;0_to_3600;0;44.84;2;86;1238600634#0;0;0;44.84;88;2.15;0.97;85.56;5.68;0.68;26.82;0.12;1.00
0.00;3600.00;0_to_3600;2;1.96;4;19;13430690#0;0;0;1.96;21;0.91;13.09;292.79;3.55;0.64;111.63;11.87;49.00
0.00;3600.00;0_to_3600;5;3.93;0;169;13548014;0;0;3.93;164;1.92;17.09;2886.65;12.24;0.88;282.33;16.68;0.00
0.00;3600.00;0_to_3600;1;0.53;2;12;136174723;0;0;0.53;13;0.26;15.64;217.62;7.59;0.91;22.77;14.98;0.00
0.00;3600.00;0_to_3600;0;1.98;85;0;13654453;0;0;0.99;85;0.49;39.98;3362.04;11.92;0.86;408.39;39.59;0.00
0.00;3600.00;0_to_3600;3;2.36;5;51;137238867#0;0;0;2.36;53;1.15;28.85;1610.31;6.75;0.81;344.09;27.87;144.00
0.00;3600.00;0_to_3600;5;16.56;2;247;137238867#2;0;0;16.56;243;6.89;4.30;1064.65;5.32;0.64;438.02;3.52;143.00
0.00;3600.00;0_to_3600;4;2.11;0;49;13853655#0;0;0;2.11;45;0.97;9.08;443.13;6.97;0.84;77.18;8.32;1.00
0.00;3600.00;0_to_3600;5;3.41;0;69;13853655#1;0;0;3.41;64;1.32;3.13;215.14;7.22;0.87;24.91;2.40;0.00
0.00;3600.00;0_to_3600;1;1.67;2;41;13853655#2;0;0;1.67;41;0.79;13.04;556.56;7.48;0.90;58.17;12.34;0.00
0.00;3600.00;0_to_3600;3;4.47;1;66;13853658;0;0;4.47;64;2.01;10.20;680.62;4.64;0.83;109.57;9.11;9.00
0.00;3600.00;0_to_3600;1;6.08;3;93;13853659#0;0;0;6.08;95;2.86;16.50;1578.37;4.67;0.84;271.18;15.55;6.00
0.00;3600.00;0_to_3600;2;0.36;0;10;13853661#0;0;0;0.36;8;0.17;16.14;160.93;7.98;0.96;15.17;15.47;0.00
0.00;3600.00;0_to_3600;4;8.79;5;83;13853661#1;0;0;8.79;84;4.07;11.42;996.13;3.19;0.38;604.16;10.33;373.00
0.00;3600.00;0_to_3600;1;0.08;1;1;13853663;0;0;0.08;1;0.04;21.36;41.75;7.00;0.84;4.71;20.47;0.00
0.00;3600.00;0_to_3600;3;133.33;2;125;14108346;0;0;133.33;124;3.91;1.44;181.67;3.61;0.26;133.67;0.61;69.96
0.00;3600.00;0_to_3600;5;133.33;3;256;14108392;0;0;133.33;254;8.35;1.60;412.21;3.25;0.23;314.15;0.78;187.65
0.00;3600.00;0_to_3600;0;8.94;0;9;14118780#0;0;0;8.94;9;0.17;0.72;6.44;7.27;0.87;0.69;0.03;0.00
0.00;3600.00;0_to_3600;0;16.01;0;85;14118780#1;0;0;16.01;85;1.67;0.90;76.09;7.06;0.85;9.91;0.19;0.00
0.00;3600.00;0_to_3600;0;72.23;0;90;14118780#2;0;0;72.23;90;1.78;0.75;67.60;7.00;0.84;9.49;0.04;0.00
0.00;3600.00;0_to_3600;0;93.35;0;81;14118780#3;0;0;93.35;81;1.80;0.83;67.21;6.27;0.75;13.07;0.03;0.00
0.00;3600.00;0_to_3600;0;10.50;0;71;14118780#4;0;0;10.50;71;1.41;0.98;69.55;6.98;0.84;9.58;0.28;0.00
0.00;3600.00;0_to_3600;0;2.70;0;2;14118780#5;0;0;2.70;2;0.05;0.97;1.94;5.35;0.64;0.24;0.04;0.00
0.00;3600.00;0_to_3600;2;0.28;5;2;14118783;0;0;0.28;5;0.14;19.33;130.97;7.03;0.84;18.21;18.53;0.00
0.00;3600.00;0_to_3600;4;0.55;3;12;14118784#0;0;0;0.55;10;0.26;14.76;206.30;7.43;0.89;22.40;14.01;0.00
0.00;3600.00;0_to_3600;4;1.23;4;21;14118784#1;0;0;1.23;21;0.54;5.53;133.04;6.34;0.76;31.06;4.73;3.00
0.00;3600.00;0_to_3600;1;0.67;5;10;14118785#0;0;0;0.67;14;0.31;8.30;120.70;6.65;0.80;23.35;7.58;0.00
0.00;3600.00;0_to_3600;1;0.67;0;16;14118785#1;0;0;0.67;15;0.32;14.78;235.96;6.92;0.83;39.71;13.89;11.00
0.00;3600.00;0_to_3600;2;3.48;3;45;14858640;0;0;3.48;46;1.34;3.12;147.13;5.36;0.64;62.49;2.34;14.00
0.00;3600.00;0_to_3600;3;55.64;1;99;14858642#0;0;0;27.82;97;0.54;0.40;40.06;12.86;0.93;3.33;0.02;0.00
0.00;3600.00;0_to_3600;1;7.28;1;143;14858642#1;38;38;3.64;143;1.71;11.29;1624.05;5.93;0.43;879.63;10.21;470.00
0.00;3600.00;0_to_3600;2;6.70;7;130;14858643#0;0;0;3.35;135;1.28;2.62;353.61;7.50;0.90;63.83;2.00;0.00
0.00;3600.00;0_to_3600;0;3.76;84;0;14858868;0;0;3.76;84;1.82;12.87;1012.37;6.20;0.74;251.72;12.07;8.00
0.00;3600.00;0_to_3600;0;0.79;2;15;150275991#0;0;0;0.79;17;0.33;4.59;76.59;6.97;0.84;12.35;3.93;0.00
0.00;3600.00;0_to_3600;2;0.94;7;17;150275991#1;0;0;0.94;22;0.45;16.94;401.44;7.33;0.88;45.58;16.23;0.00
0.00;3600.00;0_to_3600;3;1.73;4;39;150275992#0;0;0;1.73;40;0.83;17.64;754.73;7.16;0.86;107.88;16.79;12.00
0.00;3600.00;0_to_3600;3;6.56;3;73;150275999#2;0;0;6.56;73;3.19;30.45;2306.56;3.37;0.40;1364.16;29.32;996.00
0.00;3600.00;0_to_3600;3;0.43;1;8;150276002;0;0;0.43;6;0.19;5.15;45.07;6.62;0.79;7.41;4.37;0.00
0.00;3600.00;0_to_3600;5;0.39;1;9;150276003#0;0;0;0.39;5;0.18;12.29;120.97;7.46;0.90;13.91;11.59;0.00
0.00;3600.00;0_to_3600;4;0.19;1;4;150276003#1;0;0;0.19;1;0.09;28.35;139.53;7.56;0.91;12.33;27.66;0.00
0.00;3600.00;0_to_3600;1;0.98;1;26;150276011;0;0;0.98;25;0.47;20.88;543.92;7.61;0.91;48.74;20.20;0.00
0.00;3600.00;0_to_3600;3;1.38;3;28;150276013#0;0;0;1.38;28;0.62;6.96;211.54;6.84;0.82;34.01;6.19;0.00
0.00;3600.00;0_to_3600;1;0.84;2;20;150276013#1;0;0;0.84;21;0.40;16.19;354.73;7.55;0.91;39.61;15.49;0.00
0.00;3600.00;0_to_3600;0;0.38;1;9;150276015;0;0;0.38;10;0.18;21.28;212.08;7.61;0.91;21.85;20.51;0.00
0.00;3600.00;0_to_3600;2;6.95;2;143;15089551;0;0;6.95;143;3.12;7.69;1112.35;6.44;0.77;236.59;6.85;9.00
0.00;3600.00;0_to_3600;2;10.40;3;220;15089643;0;0;10.40;221;4.24;3.88;861.66;7.23;0.87;105.48;3.20;0.00
0.00;3600.00;0_to_3600;3;2.50;7;55;155433040;0;0;2.50;59;1.21;26.30;1625.05;7.07;0.85;174.89;25.41;0.00
0.00;3600.00;0_to_3600;0;0.66;1;17;155433041;0;0;0.66;17;0.32;29.33;514.90;7.56;0.91;45.37;28.53;0.00
0.00;3600.00;0_to_3600;2;0.20;1;2;158331590;0;0;0.20;1;0.08;3.01;7.18;5.01;0.60;2.26;2.16;0.00
0.00;3600.00;0_to_3600;0;0.15;3;1;16233734#0;0;0;0.15;4;0.07;13.22;50.80;7.33;0.88;8.46;12.60;0.00
0.00;3600.00;0_to_3600;0;0.26;1;5;16233735#0;0;0;0.26;6;0.12;9.13;54.03;6.96;0.84;8.43;7.99;0.00
0.00;3600.00;0_to_3600;0;9.28;11;46;17073048#0;11;11;4.64;57;2.16;11.47;626.81;2.07;0.25;473.25;10.41;303.00
0.00;3600.00;0_to_3600;1;1.65;1;41;17670100#1;0;0;1.65;41;0.78;12.41;519.98;7.48;0.90;44.85;11.72;0.00
0.00;3600.00;0_to_3600;3;3.10;3;76;17670100#2;0;0;3.10;76;1.47;12.83;1011.09;7.46;0.90;102.79;12.12;0.00
0.00;3600.00;0_to_3600;2;5.17;3;122;180020059#0;0;0;5.17;123;2.44;12.64;1577.38;7.10;0.85;212.06;11.91;0.00
0.00;3600.00;0_to_3600;5;5.85;4;135;180020059#1;0;0;5.85;134;2.63;6.65;919.97;7.32;0.88;101.40;5.96;0.00
0.00;3600.00;0_to_3600;1;6.10;4;123;180020059#2;0;0;6.10;126;2.41;3.15;396.60;7.32;0.88;46.35;2.48;0.00
0.00;3600.00;0_to_3600;2;1.42;4;16;180022161;0;0;1.42;18;0.60;6.87;132.02;4.50;0.81;27.69;5.80;3.00
0.00;3600.00;0_to_3600;4;0.76;1;14;180156396#0;0;0;0.76;11;0.34;6.81;100.00;6.10;0.73;27.16;5.99;9.00
0.00;3600.00;0_to_3600;1;2.46;0;65;180156396#1;0;0;2.46;64;1.19;17.90;1162.69;7.61;0.91;111.51;17.20;0.00
0.00;3600.00;0_to_3600;8;2.36;2;64;181218814#0;0;0;2.36;50;1.16;32.51;1993.87;7.36;0.88;235.28;31.80;0.00
0.00;3600.00;0_to_3600;2;3.14;3;50;181218814#1;0;0;3.14;51;1.22;3.27;170.31;6.14;0.74;45.79;2.40;7.00
0.00;3600.00;0_to_3600;4;4.73;5;51;181218814#2;0;0;4.73;52;1.63;2.75;147.87;4.99;0.60;59.78;1.97;23.00
0.00;3600.00;0_to_3600;3;7.62;5;182;183251547;0;0;7.62;184;3.55;9.85;1836.64;7.31;0.88;206.83;9.16;0.00
0.00;3600.00;0_to_3600;3;2.33;1;30;183370113#0.12;0;0;1.17;28;0.28;1.29;38.10;7.42;0.89;4.47;0.59;0.00
0.00;3600.00;0_to_3600;2;1.20;3;26;183370113#0.38;0;0;1.20;27;0.55;8.18;235.00;7.24;0.87;33.08;7.49;0.00
0.00;3600.00;0_to_3600;0;1.23;1;30;183370113#2;0;0;1.23;31;0.57;10.09;312.08;7.48;0.90;32.06;9.34;0.00
0.00;3600.00;0_to_3600;3;2.70;1;63;183370113#3;0;0;2.70;61;1.25;11.43;730.52;7.01;0.84;98.80;10.44;3.00
0.00;3600.00;0_to_3600;2;0.95;3;16;19846377#0;0;0;0.95;17;0.45;14.47;271.25;5.85;0.70;83.93;13.40;37.00
0.00;3600.00;0_to_3600;6;2.21;0;55;19846527#0;0;0;2.21;49;1.05;14.32;786.50;7.25;0.87;102.39;13.58;4.00
0.00;3600.00;0_to_3600;4;2.74;1;70;19846527#1;0;0;2.74;67;1.33;24.08;1708.66;7.40;0.89;181.83;23.31;2.00
0.00;3600.00;0_to_3600;1;5.48;0;55;21766158#0;0;0;5.48;54;2.50;9.52;523.46;3.31;0.40;318.09;8.48;197.00
0.00;3600.00;0_to_3600;3;4.35;0;110;220137286#0;0;0;4.35;107;2.08;17.04;1873.15;7.31;0.88;192.69;16.24;0.00
0.00;3600.00;0_to_3600;1;3.21;1;64;220137286#2;0;0;3.21;64;1.24;2.95;191.17;7.29;0.88;19.97;2.27;0.00
0.00;3600.00;0_to_3600;1;0.93;4;19;231483312;0;0;0.93;22;0.43;9.23;209.47;7.30;0.88;23.14;8.50;0.00
0.00;3600.00;0_to_3600;2;0.13;1;2;231483313;0;0;0.13;1;0.06;9.49;27.11;6.69;0.80;4.18;8.66;0.00
0.00;3600.00;0_to_3600;0;2.45;2;62;231483314;0;0;2.45;63;1.16;13.98;885.65;7.55;0.91;88.04;13.28;0.00
0.00;3600.00;0_to_3600;5;2.02;2;51;231483339#0;0;0;2.02;47;0.97;16.07;848.04;7.57;0.91;78.79;15.42;0.00
0.00;3600.00;0_to_3600;3;9.02;4;220;23179512#0;0;0;9.02;221;4.33;20.63;4618.05;7.14;0.86;563.79;19.73;0.00
0.00;3600.00;0_to_3600;3;4.76;2;122;231940830#0;0;0;4.76;119;2.31;24.00;2955.85;7.39;0.89;343.50;23.32;0.00
0.00;3600.00;0_to_3600;5;7.85;3;156;231945290#0;0;0;7.85;154;3.55;7.54;1194.59;6.27;0.75;280.91;6.70;81.00
0.00;3600.00;0_to_3600;1;10.44;4;255;231945290#2;0;0;10.44;257;4.88;10.81;2785.59;7.32;0.88;300.55;10.11;0.00
0.00;3600.00;0_to_3600;2;9.47;5;214;231945290#3;0;0;9.47;217;4.22;6.30;1375.23;7.20;0.86;179.15;5.60;14.00
0.00;3600.00;0_to_3600;5;1.04;1;26;231945290#4;0;0;1.04;22;0.49;11.86;318.60;7.58;0.91;26.91;11.17;0.00
0.00;3600.00;0_to_3600;4;0.72;2;14;231945290#5;0;0;0.72;12;0.33;9.00;141.48;6.66;0.80;28.97;8.14;6.00
0.00;3600.00;0_to_3600;3;8.24;2;186;236306864#0;0;0;8.24;185;3.92;16.28;3058.13;6.64;0.80;619.18;15.37;97.00
0.00;3600.00;0_to_3600;3;13.68;1;207;237344387;0;0;13.68;205;6.07;9.03;1875.93;4.77;0.86;283.35;8.03;0.00
0.00;3600.00;0_to_3600;1;4.15;2;101;239889169;0;0;4.15;102;1.97;14.98;1541.19;7.23;0.87;171.43;14.10;0.00
0.00;3600.00;0_to_3600;4;4.85;1;117;244422544;0;0;4.85;114;2.32;15.91;1874.94;7.07;0.85;275.69;15.13;52.00
0.00;3600.00;0_to_3600;0;0.28;6;0;258274084;0;0;0.28;6;0.13;8.84;47.90;5.97;0.72;12.99;8.09;0.00
0.00;3600.00;0_to_3600;1;0.95;7;5;265113917;0;0;0.95;11;0.45;13.29;149.30;3.66;0.44;80.84;12.30;43.00
0.00;3600.00;0_to_3600;0;2.91;0;76;265117578;0;0;2.91;76;1.41;20.93;1590.83;7.49;0.90;154.98;20.21;0.00
0.00;3600.00;0_to_3600;7;1.33;3;28;28275167;0;0;1.33;24;0.60;7.54;229.90;7.06;0.85;28.00;6.63;0.00
0.00;3600.00;0_to_3600;3;11.40;7;152;28575360;0;0;11.40;155;5.27;14.39;2270.05;4.19;0.75;550.07;13.15;146.00
