tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
9913.00;40598677_0;25.83;6.32;9544.00;0.40;-96016135_0;2.26;0.00;tripinfo_5302 routing_5302;369.00;5302;1;2328.21;0.91;0.00;57.67;DEFAULT_VEHTYPE;;3;13.00
9913.00;-47895849#2_0;35.94;5.23;9742.00;0.40;4730648#2_0;5.10;0.00;tripinfo_5412 routing_5412;171.00;5412;1;913.03;1.00;0.00;25.81;DEFAULT_VEHTYPE;;1;3.00
9918.00;625259599_0;136.88;13.60;9506.00;0.20;5450860#1_0;5.10;0.00;tripinfo_5281 routing_5281;412.00;5281;1;3192.18;1.02;0.00;130.29;DEFAULT_VEHTYPE;;4;82.00
9918.00;17670100#1_0;87.77;7.42;9589.00;0.40;4726681#0_0;5.10;0.00;tripinfo_5327 routing_5327;329.00;5327;1;2157.04;0.93;0.00;34.52;DEFAULT_VEHTYPE;;0;0.00
9918.00;583307354_0;11.59;7.89;9713.00;0.20;8152037#1_0;5.10;0.00;tripinfo_5396 routing_5396;205.00;5396;1;1526.13;1.03;0.00;23.34;DEFAULT_VEHTYPE;;0;0.00
9920.00;117055114#0_0;42.57;7.72;9627.00;0.60;231945290#0_0;5.10;0.00;tripinfo_5348 routing_5348;293.00;5348;1;3059.81;0.95;0.00;42.51;DEFAULT_VEHTYPE;;1;14.00
9922.00;117055114#0_0;42.57;7.69;9596.00;0.20;31448937#0_0;5.10;0.00;tripinfo_5331 routing_5331;326.00;5331;1;2792.74;1.06;0.00;49.65;DEFAULT_VEHTYPE;;1;5.00
9925.00;31449245_0;90.28;6.64;9845.00;0.80;-40493501#4_0;5.10;0.00;tripinfo_5469 routing_5469;80.00;5469;1;560.53;0.94;0.00;8.08;DEFAULT_VEHTYPE;;0;0.00
9926.00;4730620_0;96.65;7.85;9879.00;0.60;-31411842_0;5.10;0.00;tripinfo_5488 routing_5488;47.00;5488;1;284.45;0.94;0.00;5.84;DEFAULT_VEHTYPE;;0;0.00
9927.00;625259599_0;136.88;11.74;9578.00;0.20;1041085657_0;5.10;0.00;tripinfo_5321 routing_5321;349.00;5321;1;2478.36;0.92;0.00;65.39;DEFAULT_VEHTYPE;;1;32.00
9929.00;37535329#0_0;0.20;8.27;9706.00;0.40;963479927#0_0;5.10;0.00;tripinfo_5392 routing_5392;223.00;5392;1;1633.57;1.02;0.00;24.82;DEFAULT_VEHTYPE;;0;0.00
9931.00;625259599_0;136.88;11.46;9648.00;0.00;-4730648#1_0;5.10;0.00;tripinfo_5360 routing_5360;283.00;5360;1;2473.25;0.91;0.00;59.51;DEFAULT_VEHTYPE;;2;28.00
9932.00;395073288_0;125.11;7.36;9818.00;0.80;181218814#1_0;5.10;0.00;tripinfo_5454 routing_5454;114.00;5454;1;593.52;1.02;0.00;45.43;DEFAULT_VEHTYPE;;1;31.00
9933.00;150275999#2_0;97.66;8.12;9800.00;0.80;524150338#0_0;5.10;0.00;tripinfo_5444 routing_5444;133.00;5444;1;978.54;0.99;0.00;13.33;DEFAULT_VEHTYPE;;0;0.00
9935.00;-17073048#1_0;18.49;8.80;9924.00;0.60;510492454#0_0;5.10;0.00;tripinfo_5513 routing_5513;11.00;5513;0;69.95;1.10;0.00;2.46;DEFAULT_VEHTYPE;;0;0.00
9936.00;1053478472#3_0;179.49;8.31;9650.00;0.20;-96016135_0;2.26;0.00;tripinfo_5361 routing_5361;286.00;5361;1;1901.12;1.03;0.00;58.00;DEFAULT_VEHTYPE;;3;23.00
9936.00;4726681#2_0;83.92;8.69;9825.00;0.60;14858868_0;5.10;0.00;tripinfo_5458 routing_5458;111.00;5458;1;931.22;1.18;0.00;12.74;DEFAULT_VEHTYPE;;0;0.00
9947.00;-524150338#1_0;34.65;8.77;9746.00;0.80;524150338#0_0;5.10;0.00;tripinfo_5414 routing_5414;201.00;5414;1;1438.24;1.07;0.00;38.29;DEFAULT_VEHTYPE;;1;17.00
9954.00;616545124_0;168.06;8.73;9765.00;0.00;963479927#0_0;5.10;0.00;tripinfo_5425 routing_5425;189.00;5425;1;1469.54;1.05;0.00;36.92;DEFAULT_VEHTYPE;;1;13.00
9958.00;839709054_0;133.62;13.50;9708.00;0.60;7682875_0;5.10;0.00;tripinfo_5393 routing_5393;250.00;5393;1;2568.54;1.02;0.00;22.73;DEFAULT_VEHTYPE;;0;0.00
9959.00;14118783_0;130.97;7.87;9638.00;0.80;625259600_0;5.10;0.00;tripinfo_5354 routing_5354;321.00;5354;1;2298.75;1.05;0.00;71.92;DEFAULT_VEHTYPE;;4;18.00
9962.00;181218814#0_0;234.37;6.99;8495.00;0.80;14858868_0;5.10;0.00;tripinfo_4719 routing_4719;1467.00;4719;1;1457.82;0.84;0.00;1290.58;DEFAULT_VEHTYPE;;9;1215.00
9962.00;4441061_0;65.11;17.25;9724.00;0.40;-4726710#1_0;5.10;0.00;tripinfo_5402 routing_5402;238.00;5402;1;2333.60;1.27;0.00;50.47;DEFAULT_VEHTYPE;;2;3.00
9962.00;28275167_0;48.18;6.52;9744.00;0.60;628782529#0_0;5.10;0.00;tripinfo_5413 routing_5413;218.00;5413;1;1241.00;0.90;0.00;39.27;DEFAULT_VEHTYPE;;1;12.00
9963.00;237344387_0;38.08;5.35;9823.00;0.40;-14118784#0_0;5.10;0.00;tripinfo_5457 routing_5457;140.00;5457;1;1035.62;1.04;0.00;16.63;DEFAULT_VEHTYPE;;0;0.00
9965.00;856293285#1_0;473.70;12.88;9519.00;0.60;-47446166_0;5.10;0.00;tripinfo_5288 routing_5288;446.00;5288;1;3998.67;1.02;0.00;85.88;DEFAULT_VEHTYPE;;3;39.00
9967.00;1053478472#3_0;179.49;7.24;9688.00;0.40;183370113#0.12_0;4.54;0.00;tripinfo_5382 routing_5382;279.00;5382;1;1849.43;0.96;0.00;40.86;DEFAULT_VEHTYPE;;1;11.00
9970.00;393494867_0;128.13;14.98;9789.00;0.60;31411842_0;5.10;0.00;tripinfo_5438 routing_5438;181.00;5438;1;1712.89;1.11;0.00;21.29;DEFAULT_VEHTYPE;;1;1.00
9978.00;13548014_0;204.18;13.95;9861.00;0.60;963479927#0_0;5.10;0.00;tripinfo_5478 routing_5478;117.00;5478;1;1222.58;1.03;0.00;30.50;DEFAULT_VEHTYPE;;1;10.00
9979.00;-8382447#0_0;9.34;8.32;9780.00;0.60;65583365#1_0;5.10;0.00;tripinfo_5433 routing_5433;199.00;5433;1;1548.26;1.04;0.00;19.19;DEFAULT_VEHTYPE;;0;0.00
9982.00;745660413#0_0;14.56;6.80;9731.00;0.20;-17073048#1_0;5.10;0.00;tripinfo_5406 routing_5406;251.00;5406;1;1611.14;0.89;0.00;29.37;DEFAULT_VEHTYPE;;0;0.00
9982.00;839709054_0;133.62;12.91;9891.00;1.80;625259600_0;5.10;0.00;tripinfo_5494 routing_5494;91.00;5494;1;1174.65;1.01;0.00;7.07;DEFAULT_VEHTYPE;;0;0.00
9984.00;1053478472#3_0;179.49;8.47;9774.00;0.00;8384928_0;5.10;0.00;tripinfo_5430 routing_5430;210.00;5430;1;1600.49;1.12;0.00;43.12;DEFAULT_VEHTYPE;;2;17.00
9987.00;745660413#1_0;0.20;7.23;9672.00;0.60;524150338#0_0;5.10;0.00;tripinfo_5373 routing_5373;315.00;5373;1;1890.64;0.88;0.00;54.82;DEFAULT_VEHTYPE;;3;14.00
9987.00;31427257#2_0;104.62;13.37;9895.00;0.40;-4726710#1_0;5.10;0.00;tripinfo_5497 routing_5497;92.00;5497;1;489.25;1.05;0.00;29.45;DEFAULT_VEHTYPE;;3;10.00
9989.00;-47446166_0;14.14;7.37;9600.00;0.60;839709051_0;5.10;0.00;tripinfo_5333 routing_5333;389.00;5333;1;3042.56;1.03;0.00;96.38;DEFAULT_VEHTYPE;;2;11.00
9991.00;4730637#1_0;151.67;7.36;9819.00;0.00;-31519076_0;5.10;0.00;tripinfo_5455 routing_5455;172.00;5455;1;1068.02;1.03;0.00;24.43;DEFAULT_VEHTYPE;;1;3.00
9992.00;-17670100#2_0;90.73;10.24;9830.00;0.20;1168195444_0;5.10;0.00;tripinfo_5461 routing_5461;162.00;5461;1;1058.20;1.25;0.00;59.46;DEFAULT_VEHTYPE;;3;26.00
9993.00;4726684_0;33.91;7.70;9812.00;0.20;-781742860#0_0;5.10;0.00;tripinfo_5451 routing_5451;181.00;5451;1;1109.03;0.97;0.00;47.17;DEFAULT_VEHTYPE;;2;24.00
9996.00;117055114#0_0;42.57;7.10;9767.00;0.20;625259600_0;5.10;0.00;tripinfo_5426 routing_5426;229.00;5426;1;2410.88;0.99;0.00;49.23;DEFAULT_VEHTYPE;;2;16.00
10000.00;150276003#0_0;86.72;6.62;9616.00;0.40;-96016135_0;2.26;0.00;tripinfo_5342 routing_5342;384.00;5342;1;2129.93;0.80;0.00;63.01;DEFAULT_VEHTYPE;;3;12.00
10001.00;-1238600634#0_0;0.53;4.35;9753.00;0.60;628782529#0_0;5.10;0.00;tripinfo_5418 routing_5418;248.00;5418;1;1510.33;0.88;0.00;38.13;DEFAULT_VEHTYPE;;2;8.00
10002.00;839709054_0;133.62;13.70;9735.00;0.60;524150338#0_0;5.10;0.00;tripinfo_5408 routing_5408;267.00;5408;1;2003.75;1.05;0.00;50.97;DEFAULT_VEHTYPE;;2;14.00
10004.00;180156396#1_0;131.14;7.05;9926.00;2072.60;583307358_0;5.10;0.00;tripinfo_4363 routing_4363;78.00;4363;1;499.69;0.87;0.00;8.48;DEFAULT_VEHTYPE;;0;0.00
10004.00;583307357#0_0;0.20;8.33;9904.00;0.40;4726679#0_0;5.10;0.00;tripinfo_5502 routing_5502;100.00;5502;1;790.93;1.15;0.00;16.35;DEFAULT_VEHTYPE;;1;2.00
10006.00;856293285#1_0;473.70;10.82;9737.00;0.80;410939626_0;0.20;0.00;tripinfo_5409 routing_5409;269.00;5409;1;2551.73;0.82;0.00;43.02;DEFAULT_VEHTYPE;;2;15.00
10009.00;-8382447#0_0;9.34;8.07;9814.00;0.40;1168195444_0;5.10;0.00;tripinfo_5452 routing_5452;195.00;5452;1;1172.71;1.05;0.00;60.93;DEFAULT_VEHTYPE;;3;36.00
10009.00;625259599_0;136.88;11.65;9938.00;0.20;4441062_0;5.10;0.00;tripinfo_5521 routing_5521;71.00;5521;1;819.35;0.91;0.00;6.33;DEFAULT_VEHTYPE;;0;0.00
10010.00;625259599_1;136.88;14.34;9863.00;0.80;625259600_0;5.10;0.00;tripinfo_5479 routing_5479;147.00;5479;1;1612.22;1.05;0.00;33.86;DEFAULT_VEHTYPE;;2;10.00
10012.00;8382421#0_0;64.67;8.00;9821.00;0.20;4726706#2_0;5.10;0.00;tripinfo_5456 routing_5456;191.00;5456;1;1471.76;1.08;0.00;26.19;DEFAULT_VEHTYPE;;1;2.00
10021.00;393494867_0;128.13;13.47;9756.00;0.00;150275991#0_0;5.10;0.00;tripinfo_5420 routing_5420;265.00;5420;1;2129.58;1.00;0.00;44.02;DEFAULT_VEHTYPE;;2;7.00
10021.00;31412878_0;157.46;4.83;9877.00;0.40;31411842_0;5.10;0.00;tripinfo_5487 routing_5487;144.00;5487;1;955.90;1.01;0.00;15.30;DEFAULT_VEHTYPE;;0;0.00
10025.00;-524150338#1_0;34.65;7.42;9497.00;0.20;13654453_0;5.10;0.00;tripinfo_5276 routing_5276;528.00;5276;1;3584.23;1.01;0.00;125.35;DEFAULT_VEHTYPE;;4;58.00
10025.00;30239233#0_0;39.55;7.30;9656.00;0.80;31427257#4_0;5.10;0.00;tripinfo_5364 routing_5364;369.00;5364;1;439.68;1.00;0.00;332.34;DEFAULT_VEHTYPE;;2;319.00
10027.00;47896065_0;65.11;5.14;9978.00;0.60;47895849#0_0;5.10;0.00;tripinfo_5543 routing_5543;49.00;5543;1;234.16;1.01;0.00;6.68;DEFAULT_VEHTYPE;;0;0.00
10028.00;567036033_0;35.92;6.41;9751.00;0.40;1091652283_0;5.10;0.00;tripinfo_5417 routing_5417;277.00;5417;1;1512.52;0.90;0.00;37.27;DEFAULT_VEHTYPE;;0;0.00
10030.00;14118785#1_0;97.27;9.91;9942.00;0.60;31411842_0;5.10;0.00;tripinfo_5523 routing_5523;88.00;5523;1;777.94;1.25;0.00;9.42;DEFAULT_VEHTYPE;;0;0.00
10035.00;4422176_0;179.83;13.16;9710.00;0.80;963479927#0_0;5.10;0.00;tripinfo_5394 routing_5394;325.00;5394;1;2727.66;0.98;0.00;34.62;DEFAULT_VEHTYPE;;0;0.00
10036.00;117055114#0_0;42.57;6.72;9782.00;0.80;14858868_0;5.10;0.00;tripinfo_5434 routing_5434;254.00;5434;1;2338.23;0.95;0.00;55.60;DEFAULT_VEHTYPE;;2;26.00
10036.00;4726681#1_0;87.56;7.34;9911.00;0.20;14858868_0;5.10;0.00;tripinfo_5506 routing_5506;125.00;5506;1;833.63;0.94;0.00;12.68;DEFAULT_VEHTYPE;;0;0.00
10037.00;1024105863_0;26.13;6.77;9866.00;0.20;-1024105863_0;5.10;0.00;tripinfo_5481 routing_5481;171.00;5481;1;1094.94;0.88;0.00;19.74;DEFAULT_VEHTYPE;;0;0.00
10038.00;839709054_0;133.62;13.98;9827.00;0.80;-510702678#1_0;5.10;0.00;tripinfo_5459 routing_5459;211.00;5459;1;2192.84;1.03;0.00;30.11;DEFAULT_VEHTYPE;;1;2.00
10042.00;-781742860#0_0;117.97;5.87;9720.00;0.00;8152035#0_0;5.10;0.00;tripinfo_5400 routing_5400;322.00;5400;1;1981.89;0.99;0.00;81.31;DEFAULT_VEHTYPE;;3;15.00
10042.00;450186404_0;75.71;6.84;9791.00;0.80;150276003#0_0;5.10;0.00;tripinfo_5439 routing_5439;251.00;5439;1;1741.39;0.96;0.00;27.29;DEFAULT_VEHTYPE;;0;0.00
10043.00;220137286#0_0;119.59;8.24;9848.00;0.20;897211373#0_0;5.10;0.00;tripinfo_5471 routing_5471;195.00;5471;1;1557.04;1.01;0.00;37.51;DEFAULT_VEHTYPE;;2;4.00
10043.00;-15089551_0;44.70;6.39;9969.00;0.60;15089643_0;5.10;0.00;tripinfo_5538 routing_5538;74.00;5538;1;452.75;0.85;0.00;9.07;DEFAULT_VEHTYPE;;0;0.00
10044.00;4690591#0_0;113.49;15.58;9906.00;0.60;839709051_0;5.10;0.00;tripinfo_5503 routing_5503;138.00;5503;1;1622.79;1.13;0.00;29.60;DEFAULT_VEHTYPE;;1;11.00
10048.00;856293285#1_0;473.70;14.62;9854.00;0.80;963479927#0_0;5.10;0.00;tripinfo_5474 routing_5474;194.00;5474;1;2396.47;1.06;0.00;31.97;DEFAULT_VEHTYPE;;1;15.00
10049.00;510702678#1_0;78.11;3.78;9719.00;0.80;-96016135_0;2.26;0.00;tripinfo_5399 routing_5399;330.00;5399;1;1833.05;1.06;0.00;101.95;DEFAULT_VEHTYPE;;4;48.00
10050.00;1168195444_0;85.74;8.66;9798.00;0.60;39642340#2_0;5.10;0.00;tripinfo_5443 routing_5443;252.00;5443;1;1823.60;1.06;0.00;31.66;DEFAULT_VEHTYPE;;1;1.00
10054.00;839709054_0;133.62;11.00;10021.00;0.40;4441063_0;5.10;0.00;tripinfo_5567 routing_5567;33.00;5567;1;349.54;0.87;0.00;4.07;DEFAULT_VEHTYPE;;0;0.00
10058.00;856293285#0_0;67.98;14.39;9738.00;0.00;31448934#0_0;5.10;0.00;tripinfo_5410 routing_5410;320.00;5410;1;2526.57;1.11;0.00;87.32;DEFAULT_VEHTYPE;;3;47.00
10059.00;856293285#1_0;473.70;15.04;9841.00;0.40;14858642#1_0;5.10;0.00;tripinfo_5467 routing_5467;218.00;5467;1;2432.78;1.13;0.00;60.82;DEFAULT_VEHTYPE;;2;17.00
10061.00;507818916_0;16.36;8.86;9954.00;0.00;628782529#0_0;5.10;0.00;tripinfo_5530 routing_5530;107.00;5530;1;858.12;1.10;0.00;17.50;DEFAULT_VEHTYPE;;1;2.00
10065.00;-31445160#1_0;112.71;7.81;9794.00;0.20;628782529#0_0;5.10;0.00;tripinfo_5441 routing_5441;271.00;5441;1;1442.98;0.96;0.00;88.11;DEFAULT_VEHTYPE;;4;56.00
10072.00;31518448_0;116.95;7.02;9850.00;0.40;-31411680_0;5.10;0.00;tripinfo_5472 routing_5472;222.00;5472;1;1378.35;0.90;0.00;25.36;DEFAULT_VEHTYPE;;0;0.00
10072.00;220137286#2_0;16.52;9.44;9933.00;0.60;963479927#0_0;5.10;0.00;tripinfo_5518 routing_5518;139.00;5518;1;1001.32;1.21;0.00;41.49;DEFAULT_VEHTYPE;;3;4.00
10074.00;625259599_0;136.88;10.45;9846.00;0.00;29000804.26_0;5.10;0.00;tripinfo_5470 routing_5470;228.00;5470;1;1550.37;0.75;0.00;56.12;DEFAULT_VEHTYPE;;1;33.00
10078.00;4730619_0;209.27;7.98;9873.00;0.00;13654453_0;5.10;0.00;tripinfo_5485 routing_5485;205.00;5485;1;1705.05;0.96;0.00;19.95;DEFAULT_VEHTYPE;;0;0.00
10083.00;4726785#1_0;67.77;13.36;9839.00;0.20;14858868_0;5.10;0.00;tripinfo_5466 routing_5466;244.00;5466;1;1663.72;1.00;0.00;26.14;DEFAULT_VEHTYPE;;0;0.00
10084.00;117055114#0_0;42.57;7.53;9870.00;0.60;-4726710#1_0;5.10;0.00;tripinfo_5483 routing_5483;214.00;5483;1;1931.97;0.96;0.00;34.32;DEFAULT_VEHTYPE;;1;10.00
10085.00;70724347#1_0;86.19;7.22;9672.00;2.40;856293284_0;5.10;0.00;tripinfo_5372 routing_5372;413.00;5372;1;3225.34;0.90;0.00;54.14;DEFAULT_VEHTYPE;;1;7.00
10086.00;610739513#1_0;45.69;7.57;9843.00;0.60;8152056_0;5.10;0.00;tripinfo_5468 routing_5468;243.00;5468;1;1520.82;0.91;0.00;30.63;DEFAULT_VEHTYPE;;1;1.00
10096.00;393494867_0;128.13;12.35;9758.00;0.20;524150338#0_0;5.10;0.00;tripinfo_5421 routing_5421;338.00;5421;1;2499.63;0.92;0.00;49.79;DEFAULT_VEHTYPE;;3;12.00
10099.00;720012594#0_0;74.40;6.02;9920.00;0.20;507818916_0;5.10;0.00;tripinfo_5511 routing_5511;179.00;5511;1;918.26;0.79;0.00;35.36;DEFAULT_VEHTYPE;;2;14.00
10100.00;1091652430_1;37.00;11.94;9953.00;0.80;419709604#2_0;5.10;0.00;tripinfo_5529 routing_5529;147.00;5529;1;1447.30;0.92;0.00;18.96;DEFAULT_VEHTYPE;;1;1.00
10101.00;625259599_0;136.88;14.19;9801.00;0.00;628782529#0_0;5.10;0.00;tripinfo_5445 routing_5445;300.00;5445;1;2487.02;1.06;0.00;108.33;DEFAULT_VEHTYPE;;3;73.00
10101.00;-628757206#2_0;106.34;6.99;9965.00;0.20;14118785#1_0;5.10;0.00;tripinfo_5536 routing_5536;136.00;5536;1;822.37;0.97;0.00;33.72;DEFAULT_VEHTYPE;;2;18.00
10103.00;628757206#0_0;106.32;6.00;9886.00;0.40;-47895849#2_0;5.10;0.00;tripinfo_5492 routing_5492;217.00;5492;1;1422.63;1.10;0.00;61.93;DEFAULT_VEHTYPE;;3;28.00
10106.00;37535329#0_0;0.20;8.06;9902.00;0.20;14858868_0;5.10;0.00;tripinfo_5501 routing_5501;204.00;5501;1;1527.74;1.12;0.00;21.25;DEFAULT_VEHTYPE;;0;0.00
10107.00;693295225_0;56.32;8.61;9882.00;0.00;4730648#0_0;5.10;0.00;tripinfo_5490 routing_5490;225.00;5490;1;2071.19;1.06;0.00;43.20;DEFAULT_VEHTYPE;;1;8.00
10108.00;856293281_0;414.49;11.49;9951.00;0.60;14858868_0;5.10;0.00;tripinfo_5528 routing_5528;157.00;5528;1;1193.79;0.90;0.00;26.25;DEFAULT_VEHTYPE;;1;8.00
10110.00;150276003#0_0;86.72;7.21;9755.00;0.80;13654453_0;5.10;0.00;tripinfo_5419 routing_5419;355.00;5419;1;2739.32;0.99;0.00;34.81;DEFAULT_VEHTYPE;;0;0.00
10111.00;4441057#1_1;11.29;15.99;9936.00;0.00;13654453_0;5.10;0.00;tripinfo_5520 routing_5520;175.00;5520;1;2373.13;1.24;0.00;35.46;DEFAULT_VEHTYPE;;1;7.00
10114.00;856293285#1_0;473.70;13.35;9728.00;0.80;36786445#0_0;5.10;0.00;tripinfo_5404 routing_5404;386.00;5404;1;3560.17;1.00;0.00;52.66;DEFAULT_VEHTYPE;;2;9.00
10119.00;-17073048#1_0;18.49;5.54;9807.00;0.60;625259600_0;5.10;0.00;tripinfo_5448 routing_5448;312.00;5448;1;2193.23;0.81;0.00;50.08;DEFAULT_VEHTYPE;;4;8.00
10121.00;180020059#0_0;84.81;7.92;9875.00;0.20;65583364_0;5.10;0.00;tripinfo_5486 routing_5486;246.00;5486;1;1687.89;0.97;0.00;26.87;DEFAULT_VEHTYPE;;0;0.00
10125.00;17670100#2_0;90.66;8.19;9837.00;0.00;13654453_0;5.10;0.00;tripinfo_5465 routing_5465;288.00;5465;1;2464.43;1.08;0.00;26.71;DEFAULT_VEHTYPE;;0;0.00
10125.00;583307357#0_0;0.20;8.78;10084.00;0.40;231945290#5_0;5.10;0.00;tripinfo_5602 routing_5602;41.00;5602;1;315.35;1.08;0.00;5.62;DEFAULT_VEHTYPE;;0;0.00
10126.00;8152037#1_0;54.59;9.12;10095.00;0.60;220137286#0_0;5.10;0.00;tripinfo_5608 routing_5608;31.00;5608;1;244.31;1.12;0.00;4.03;DEFAULT_VEHTYPE;;0;0.00
10129.00;-70724345_0;82.10;7.11;10027.00;1.00;-244422544_0;5.10;0.00;tripinfo_5570 routing_5570;102.00;5570;1;620.44;0.88;0.00;15.89;DEFAULT_VEHTYPE;;1;2.00
10133.00;36801004#0_1;88.25;11.67;10102.00;0.40;14108346_0;0.20;0.00;tripinfo_5612 routing_5612;31.00;5612;1;269.40;0.86;0.00;4.72;DEFAULT_VEHTYPE;;0;0.00
10135.00;839709054_0;133.62;14.92;9881.00;0.80;524150338#0_0;5.10;0.00;tripinfo_5489 routing_5489;254.00;5489;1;2003.75;1.08;0.00;43.50;DEFAULT_VEHTYPE;;2;11.00
10141.00;31449007_0;70.73;7.54;9224.00;0.80;1188284582#2_0;5.10;0.00;tripinfo_5124 routing_5124;917.00;5124;1;1690.13;1.01;0.00;723.40;DEFAULT_VEHTYPE;;7;659.00
10141.00;-17073048#1_0;18.49;8.31;9900.00;0.00;625259600_0;5.10;0.00;tripinfo_5500 routing_5500;241.00;5500;1;2193.23;1.10;0.00;48.97;DEFAULT_VEHTYPE;;3;12.00
10142.00;1196782590#0_1;181.75;13.54;9373.00;0.40;150275991#1_0;5.10;0.00;tripinfo_5207 routing_5207;769.00;5207;1;2712.97;1.01;0.00;499.43;DEFAULT_VEHTYPE;;6;445.00
10143.00;-781742860#1_0;44.93;8.10;9776.00;0.20;625259600_0;5.10;0.00;tripinfo_5431 routing_5431;367.00;5431;1;3024.73;1.05;0.00;70.56;DEFAULT_VEHTYPE;;7;18.00
10146.00;17670100#2_0;90.66;6.67;9816.00;0.60;410939626_0;0.20;0.00;tripinfo_5453 routing_5453;330.00;5453;1;2063.56;0.85;0.00;47.71;DEFAULT_VEHTYPE;;2;7.00
10149.00;1053478472#3_0;179.49;8.50;9918.00;0.00;29000804.26_0;5.10;0.00;tripinfo_5510 routing_5510;231.00;5510;1;1854.37;1.17;0.00;34.65;DEFAULT_VEHTYPE;;0;0.00
10160.00;-524150338#1_0;34.65;7.46;9727.00;1.60;-4726710#1_0;5.10;0.00;tripinfo_5403 routing_5403;433.00;5403;1;2334.33;0.92;0.00;85.82;DEFAULT_VEHTYPE;;3;33.00
10161.00;4730620_0;96.65;7.39;9962.00;0.80;8384886#1_0;5.10;0.00;tripinfo_5534 routing_5534;199.00;5534;1;1377.19;0.97;0.00;23.20;DEFAULT_VEHTYPE;;0;0.00
10161.00;4726711#0_0;127.33;5.60;10019.00;0.20;137238867#2_0;5.10;0.00;tripinfo_5566 routing_5566;142.00;5566;1;852.95;0.78;0.00;16.01;DEFAULT_VEHTYPE;;0;0.00
10161.00;117055114#0_0;42.57;6.65;10138.00;0.40;31389787#2_0;5.10;0.00;tripinfo_5632 routing_5632;23.00;5632;1;176.91;0.95;0.00;4.82;DEFAULT_VEHTYPE;;0;0.00
10164.00;14858640_0;11.76;8.91;9963.00;0.00;13654453_0;5.10;0.00;tripinfo_5535 routing_5535;201.00;5535;1;2045.62;1.07;0.00;46.11;DEFAULT_VEHTYPE;;1;8.00
10166.00;-13853658_0;42.26;4.90;9927.00;0.00;-150276003#0_0;5.10;0.00;tripinfo_5515 routing_5515;239.00;5515;1;1734.72;1.04;0.00;34.26;DEFAULT_VEHTYPE;;1;9.00
10169.00;856293285#1_0;473.70;12.78;9859.00;0.40;14858868_0;5.10;0.00;tripinfo_5477 routing_5477;310.00;5477;1;2769.35;0.96;0.00;84.46;DEFAULT_VEHTYPE;;4;39.00
10173.00;610739513#1_0;45.69;9.38;9884.00;0.20;524150338#0_0;5.10;0.00;tripinfo_5491 routing_5491;289.00;5491;1;2080.49;1.21;0.00;85.38;DEFAULT_VEHTYPE;;3;15.00
10176.00;396062728#0_0;5.05;8.84;10140.00;0.60;4441062_0;5.10;0.00;tripinfo_5633 routing_5633;36.00;5633;1;410.23;1.12;0.00;8.10;DEFAULT_VEHTYPE;;0;0.00
10178.00;231940830#0_0;172.38;7.81;9935.00;0.80;625259600_0;5.10;0.00;tripinfo_5519 routing_5519;243.00;5519;1;2108.10;1.03;0.00;47.04;DEFAULT_VEHTYPE;;2;3.00
10181.00;29000804.26_0;78.85;9.36;10005.00;0.60;628782529#0_0;5.10;0.00;tripinfo_5558 routing_5558;176.00;5558;1;1795.46;1.18;0.00;41.39;DEFAULT_VEHTYPE;;2;7.00
10183.00;158331590_0;10.08;6.34;9944.00;0.80;31520176_0;5.10;0.00;tripinfo_5524 routing_5524;239.00;5524;1;1515.31;0.88;0.00;25.77;DEFAULT_VEHTYPE;;0;0.00
10184.00;180156396#1_0;131.14;8.55;9994.00;0.40;832488060#1_0;5.10;0.00;tripinfo_5552 routing_5552;190.00;5552;1;1485.70;1.23;0.00;40.28;DEFAULT_VEHTYPE;;0;0.00
10185.00;856293285#1_0;473.70;14.17;8255.00;0.20;1188284582#2_0;5.10;0.00;tripinfo_4586 routing_4586;1930.00;4586;1;2822.55;1.06;0.00;1734.81;DEFAULT_VEHTYPE;;12;1645.00
10188.00;-524150338#1_0;34.65;7.62;9634.00;0.40;13654453_0;5.10;0.00;tripinfo_5352 routing_5352;554.00;5352;1;3584.23;0.95;0.00;127.99;DEFAULT_VEHTYPE;;7;58.00
10190.00;1024105863_0;26.13;6.94;9990.00;0.00;180022161_0;5.10;0.00;tripinfo_5550 routing_5550;200.00;5550;1;1334.03;0.97;0.00;27.43;DEFAULT_VEHTYPE;;1;4.00
10190.00;-17073048#1_0;18.49;7.27;9996.00;0.60;963479927#0_0;5.10;0.00;tripinfo_5553 routing_5553;194.00;5553;1;1167.66;0.88;0.00;36.83;DEFAULT_VEHTYPE;;3;9.00
10190.00;419709604#2_1;18.39;8.47;10062.00;0.00;31411842_0;5.10;0.00;tripinfo_5590 routing_5590;128.00;5590;1;961.98;1.15;0.00;20.22;DEFAULT_VEHTYPE;;1;4.00
