interval_begin;interval_end;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
21600.00;25200.00;0.0;-0.5199999999999999;0.0;-13.0;4730654;0.0;0.0;-0.5199999999999999;-14.0;-0.24999999999999994;0.7100000000000009;-378.1600000000001;-0.16999999999999993;-0.020000000000000018;-16.430000000000007;0.5499999999999972;0.0
21600.00;25200.00;-2.0;0.06;0.0;1.0;47446166;0.0;0.0;0.06;3.0;0.010000000000000009;-0.2899999999999996;2.9400000000000013;0.5099999999999998;0.05999999999999994;0.17999999999999972;-0.3299999999999996;0.0
21600.00;25200.00;0.0;24.42;0.0;-6.0;47461591#0;0.0;0.0;24.42;-12.0;12.21;349.34;13319.72;-7.1;-0.85;13446.03;346.34999999999997;12753.0
21600.00;25200.00;1.0;2.49;0.0;-96.0;47895849#0;0.0;0.0;2.49;-99.0;0.7700000000000005;83.04;1009.5099999999998;-3.4399999999999995;-0.6200000000000001;3060.72;56.03;3360.0
21600.00;25200.00;0.0;-5.9399999999999995;0.0;-137.0;47895849#2;0.0;0.0;-5.9399999999999995;-138.0;-2.4000000000000004;9.53;-776.96;-2.3399999999999994;-0.41999999999999993;257.6;9.52;452.0
21600.00;25200.00;-3.0;31.020000000000003;-1.0;-131.0;47896065;0.0;0.0;31.020000000000003;-137.0;15.820000000000002;199.01;7271.31;-4.21;-0.76;9011.27;197.34;9161.0
21600.00;25200.00;-4.0;1.6099999999999994;0.0;13.0;507818916;0.0;0.0;1.6099999999999994;17.0;0.6799999999999999;0.3799999999999999;94.83999999999997;-0.28000000000000025;-0.02999999999999997;58.49000000000001;0.3200000000000003;23.0
21600.00;25200.00;-1.0;16.61;-1.0;15.0;510481270;0.0;0.0;16.61;11.0;3.510000000000005;31.529999999999973;1460.83;0.0;0.0;1455.6399999999994;-20.80000000000001;1371.0
21600.00;25200.00;0.0;0.0;0.0;-25.0;510481273#0;0.0;0.0;0.0;-28.0;-0.28000000000000114;391.7399999999999;-609.9500000000007;-0.03;-0.01;-552.3199999999997;357.93000000000006;-485.0
21600.00;25200.00;-4.0;44.53;0.0;-61.0;510492454#0;1.0;1.0;22.27;-57.0;9.51;140.0;7620.030000000001;-5.08;-0.61;8031.33;115.4;7878.0
21600.00;25200.00;0.0;129.9;0.0;-41.0;510492456;0.0;0.0;129.9;-43.0;64.11;3369.52;85676.16;-7.38;-0.88;87106.54000000001;3367.06;83036.65
21600.00;25200.00;-1.0;3.1799999999999997;0.0;15.0;510702678#1;0.0;0.0;3.1799999999999997;19.0;1.57;10.54;893.9000000000001;-2.05;-0.24;722.98;10.95;632.0
21600.00;25200.00;0.0;1.38;0.0;34.0;524150333#0;0.0;0.0;1.38;34.0;0.66;0.7100000000000009;621.24;-0.29000000000000004;-0.040000000000000036;83.74;0.6700000000000017;0.0
21600.00;25200.00;0.0;58.050000000000004;-8.0;0.0;524150338#0;0.0;0.0;58.050000000000004;-12.0;27.3;130.59;7251.5199999999995;-5.41;-0.65;7295.75;100.44000000000001;7065.0
21600.00;25200.00;1.0;100.33;-1.0;-48.0;524151750;0.0;0.0;100.33;-65.0;50.2;1237.02;43055.46;-7.19;-0.87;43961.229999999996;1222.04;42654.0
21600.00;25200.00;-3.0;124.63999999999999;-1.0;14.0;5450857#0;0.0;0.0;124.63999999999999;15.0;59.55;836.64;14394.03;-5.19;-0.62;14846.81;843.3399999999999;14761.0
21600.00;25200.00;2.0;0.09;0.0;2.0;5450858#1;0.0;0.0;0.09;0.0;0.039999999999999994;-0.6499999999999986;32.83;0.22000000000000064;0.030000000000000027;2.3000000000000003;-0.6600000000000001;0.0
21600.00;25200.00;-1.0;1.6199999999999999;0.0;-16.0;5450860#0;0.0;0.0;1.6199999999999999;-15.0;0.8400000000000001;116.55;457.92999999999995;-6.42;-0.77;626.88;115.2;643.0
21600.00;25200.00;-3.0;2.13;0.0;-4.0;5450860#1;0.0;0.0;2.13;-3.0;1.07;247.11;2284.81;-6.66;-0.8;2420.23;245.18;2388.0
21600.00;25200.00;0.0;89.6;0.0;-97.0;5451917#0;1.0;2.0;44.8;-100.0;17.93;413.56;6841.24;-7.2700000000000005;-0.87;7161.860000000001;252.94;7023.0
21600.00;25200.00;0.0;291.44;0.0;-97.0;5451917#0.13;-15.0;-15.0;97.14000000000001;-98.0;32.800000000000004;435.73;3519.05;-2.5;-0.3;3596.4500000000003;37.97;3593.0
21600.00;25200.00;0.0;155.58;0.0;-195.0;5451918#0;-10.0;-10.0;77.78000000000002;-255.0;48.150000000000006;359.27000000000004;9618.95;-1.22;-0.13999999999999999;10199.26;259.94;10383.0
21600.00;25200.00;-1.0;129.14;0.0;-40.0;552794577;0.0;0.0;129.14;-41.0;63.730000000000004;1349.22;21017.289999999997;-6.82;-0.82;21328.34;1313.38;20908.0
21600.00;25200.00;0.0;47.43;-1.0;-1.0;567036033;0.0;0.0;47.43;-7.0;23.71;234.42999999999998;6133.96;-6.2700000000000005;-0.75;6163.41;225.25;5998.0
