interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;0_to_3600;2;0.68;4;11;-1024105863;0;0;0.68;13;0.30;4.48;63.66;6.94;0.83;10.47;3.82;0.00
0.00;3600.00;0_to_3600;0;0.24;2;4;-1106583870;0;0;0.24;6;0.11;13.20;77.79;7.18;0.86;8.88;12.24;0.00
0.00;3600.00;0_to_3600;3;36.60;4;57;-1238600634#0;0;0;36.60;58;1.77;1.19;69.84;4.66;0.56;12.13;0.11;0.00
0.00;3600.00;0_to_3600;7;46.99;1;260;-13853658;0;0;46.99;250;22.60;27.66;7149.17;1.71;0.31;5003.13;26.65;4307.00
0.00;3600.00;0_to_3600;3;2.43;1;38;-13853659#1;0;0;2.43;35;1.14;16.25;618.58;4.66;0.84;81.00;15.17;0.00
0.00;3600.00;0_to_3600;3;0.30;3;5;-13853663;0;0;0.30;5;0.15;19.82;155.87;7.52;0.90;17.05;19.00;0.00
0.00;3600.00;0_to_3600;1;2.88;0;71;-14118784#0;0;0;2.88;70;1.37;15.31;1086.80;7.16;0.86;141.89;14.48;17.00
0.00;3600.00;0_to_3600;0;3.89;5;76;-14118784#1;0;0;3.89;81;1.68;5.23;420.11;6.69;0.80;82.52;4.47;0.00
0.00;3600.00;0_to_3600;1;0.54;3;10;-14858868;0;0;0.54;12;0.25;11.51;147.46;7.07;0.85;17.51;10.66;0.00
0.00;3600.00;0_to_3600;2;0.55;1;14;-150276003#0;0;0;0.55;12;0.26;12.11;171.47;7.54;0.90;16.24;11.43;0.00
0.00;3600.00;0_to_3600;1;0.29;1;7;-150276003#1;0;0;0.29;7;0.14;27.24;216.64;7.77;0.93;17.60;26.60;0.00
0.00;3600.00;0_to_3600;0;0.48;3;8;-15089551;0;0;0.48;11;0.22;7.24;77.41;6.86;0.82;11.53;6.42;0.00
0.00;3600.00;0_to_3600;24;6.96;2;142;-17073048#1;0;0;6.96;119;2.72;3.30;463.17;7.13;0.86;65.35;2.62;0.00
0.00;3600.00;0_to_3600;2;7.07;1;104;-17670100#1;0;0;7.07;103;3.43;21.36;2239.49;4.35;0.52;1057.66;20.68;903.00
0.00;3600.00;0_to_3600;2;8.73;3;100;-17670100#2;0;0;8.73;101;4.26;27.77;2852.94;3.45;0.41;1664.15;27.01;1506.00
0.00;3600.00;0_to_3600;0;2.76;2;61;-231940830#2;0;0;2.76;63;1.34;27.25;1715.04;6.52;0.78;366.59;26.22;104.00
0.00;3600.00;0_to_3600;1;2.57;2;50;-236306864#4;0;0;2.57;51;1.23;18.50;959.78;5.88;0.71;273.12;17.48;91.00
0.00;3600.00;0_to_3600;2;2.64;1;34;-237344387;0;0;2.64;33;1.18;10.55;367.66;4.15;0.75;81.72;9.35;17.00
0.00;3600.00;0_to_3600;1;4.67;2;114;-244422544;0;0;4.67;115;2.22;15.72;1821.78;7.21;0.87;233.62;14.86;11.00
0.00;3600.00;0_to_3600;5;2.59;2;46;-265113917;0;0;2.59;43;1.18;8.52;406.87;5.71;0.69;127.53;7.68;49.00
0.00;3600.00;0_to_3600;4;6.82;1;106;-28575360;0;0;6.82;103;3.13;12.71;1357.28;4.74;0.85;187.09;11.64;0.00
0.00;3600.00;0_to_3600;0;0.66;1;14;-31411680;0;0;0.66;15;0.31;12.03;179.63;6.72;0.81;33.07;11.13;6.00
0.00;3600.00;0_to_3600;3;3.63;2;58;-31411842;0;0;3.63;57;1.71;16.69;997.66;4.87;0.88;144.18;15.75;0.00
0.00;3600.00;0_to_3600;0;0.04;0;1;-31445160#0;0;0;0.04;1;0.02;15.84;15.84;7.50;0.90;1.29;15.07;0.00
0.00;3600.00;0_to_3600;2;1.54;1;13;-31445160#1;0;0;1.54;12;0.75;44.87;623.40;2.62;0.31;411.02;43.70;381.00
0.00;3600.00;0_to_3600;1;4.54;1;74;-31519076;0;0;4.54;74;2.21;38.82;2910.15;4.71;0.85;438.34;37.73;28.00
0.00;3600.00;0_to_3600;1;0.38;2;8;-327412184;0;0;0.38;9;0.18;16.58;163.95;7.46;0.90;17.18;15.61;0.00
0.00;3600.00;0_to_3600;1;0.54;1;11;-33301560;0;0;0.54;11;0.23;4.08;48.21;7.30;0.88;5.44;3.44;0.00
0.00;3600.00;0_to_3600;2;4.87;3;65;-34065519;0;0;4.87;66;2.13;8.49;572.04;4.43;0.80;101.78;7.38;11.00
0.00;3600.00;0_to_3600;1;3.16;2;60;-36786444#2;0;0;3.16;61;1.46;10.16;628.48;5.93;0.71;180.85;9.20;41.00
0.00;3600.00;0_to_3600;5;2.93;3;66;-36786445#2;2;2;1.46;64;0.67;7.79;534.61;7.15;0.86;75.36;7.07;4.00
0.00;3600.00;0_to_3600;1;2.45;0;35;-400062405;0;0;2.45;34;1.05;7.49;261.97;4.64;0.83;35.50;6.42;0.00
0.00;3600.00;0_to_3600;3;0.92;6;17;-40493501#2;0;0;0.92;20;0.44;17.04;386.41;7.17;0.86;45.12;16.21;0.00
0.00;3600.00;0_to_3600;2;0.18;2;3;-40493501#3;0;0;0.18;3;0.09;21.06;103.43;7.75;0.93;11.32;20.45;0.00
0.00;3600.00;0_to_3600;2;0.24;1;5;-40493501#4;0;0;0.24;4;0.11;7.15;41.27;7.44;0.89;4.59;6.47;0.00
0.00;3600.00;0_to_3600;2;3.22;3;42;-414404581;0;0;3.22;43;1.46;8.65;385.71;4.42;0.53;179.24;7.72;73.00
0.00;3600.00;0_to_3600;3;2.25;0;52;-450925440;0;0;2.25;49;0.99;5.97;309.48;7.23;0.87;33.00;5.16;0.00
0.00;3600.00;0_to_3600;0;22.45;84;0;-4726710#1;0;0;22.45;77;11.12;61.70;4546.99;0.99;0.18;3723.35;60.62;3423.00
0.00;3600.00;0_to_3600;1;1.52;3;19;-4726711#0;0;0;1.52;21;0.74;31.95;697.11;4.14;0.50;342.42;31.10;301.00
0.00;3600.00;0_to_3600;0;0.55;1;13;-4726711#1;0;0;0.55;14;0.26;12.26;170.97;7.39;0.89;17.50;11.60;0.00
0.00;3600.00;0_to_3600;4;0.93;7;17;-4730648#1;0;0;0.93;20;0.45;20.14;477.51;7.35;0.88;51.78;19.23;0.00
0.00;3600.00;0_to_3600;2;1.19;0;21;-4730648#2;0;0;1.19;19;0.39;1.92;40.35;7.49;0.90;3.96;1.25;0.00
0.00;3600.00;0_to_3600;6;2.43;4;39;-47446166;0;0;2.43;37;0.93;2.96;123.63;6.46;0.78;24.91;2.21;0.00
0.00;3600.00;0_to_3600;3;29.01;3;162;-47895849#1;0;0;29.01;150;14.29;72.86;11661.22;1.60;0.29;8264.98;71.47;7186.00
0.00;3600.00;0_to_3600;2;7.72;4;111;-47895849#2;0;0;7.72;112;3.40;8.77;999.03;4.67;0.84;152.86;7.71;0.00
0.00;3600.00;0_to_3600;1;7.13;1;111;-47896065;0;0;7.13;111;3.31;14.93;1670.64;4.70;0.84;247.59;13.86;0.00
0.00;3600.00;0_to_3600;1;66.73;1;249;-507534348#1;0;0;66.73;245;31.27;36.09;8943.98;1.17;0.14;7678.45;32.21;6278.00
0.00;3600.00;0_to_3600;0;19.51;4;202;-510702678#1;0;0;19.51;205;9.45;26.65;5481.98;3.12;0.37;3406.38;25.66;2322.00
0.00;3600.00;0_to_3600;2;3.49;7;76;-524150326#0;0;0;3.49;81;1.61;8.94;735.75;7.11;0.85;100.17;8.25;0.00
0.00;3600.00;0_to_3600;1;6.35;4;81;-524150333#1;0;0;6.35;79;3.11;34.20;2854.91;3.80;0.46;1534.23;33.47;1342.00
0.00;3600.00;0_to_3600;53;2.16;0;53;-524150338#1;0;0;1.08;0;0.49;5.32;268.94;7.46;0.90;25.59;4.65;0.00
0.00;3600.00;0_to_3600;4;3.15;1;78;-524150347#1;0;0;3.15;74;1.49;13.37;1041.75;7.25;0.87;119.59;12.68;0.00
0.00;3600.00;0_to_3600;3;3.57;6;48;-5450858#1;0;0;3.57;51;1.73;27.29;1465.14;4.36;0.52;680.66;26.22;432.00
0.00;3600.00;0_to_3600;2;2.73;4;63;-628755543;0;0;2.73;65;1.24;7.03;468.02;7.48;0.90;49.27;6.37;0.00
0.00;3600.00;0_to_3600;2;4.30;6;73;-628755544#4;0;0;4.30;76;2.09;27.51;2150.51;5.23;0.63;805.88;26.40;445.00
0.00;3600.00;0_to_3600;0;3.71;0;64;-628755546#4;0;0;3.71;64;1.69;9.00;576.05;5.35;0.64;205.73;8.07;57.00
0.00;3600.00;0_to_3600;3;2.64;2;61;-628755547#5;0;0;2.64;59;1.27;34.44;2162.81;6.76;0.81;395.69;32.97;66.00
0.00;3600.00;0_to_3600;2;2.64;2;66;-628757206#2;0;0;2.64;66;1.26;14.88;1009.55;7.48;0.90;100.94;14.22;0.00
0.00;3600.00;0_to_3600;1;6.76;4;80;-70724345;0;0;6.76;83;3.26;23.87;1998.67;3.65;0.44;1118.96;22.79;792.00
0.00;3600.00;0_to_3600;4;11.44;1;204;-781742860#0;0;0;11.44;197;5.52;23.85;4857.41;5.16;0.62;1815.38;22.82;777.00
0.00;3600.00;0_to_3600;5;12.53;0;210;-781742860#1;0;0;12.53;203;5.77;9.69;2027.21;5.15;0.62;762.65;8.78;232.00
0.00;3600.00;0_to_3600;3;13.37;3;234;-781742860#3;0;0;13.37;232;5.98;8.07;1905.97;5.52;0.66;626.74;7.22;154.00
0.00;3600.00;0_to_3600;2;10.75;2;236;-781742860#4;0;0;10.75;234;5.16;19.83;4694.20;6.37;0.76;1075.55;18.93;245.00
0.00;3600.00;0_to_3600;3;0.55;4;9;-832487280;0;0;0.55;10;0.25;8.18;102.94;7.01;0.84;17.15;7.38;0.00
0.00;3600.00;0_to_3600;4;4.40;0;113;-832629331#0;0;0;4.40;108;2.11;16.95;1899.96;7.37;0.88;198.14;16.27;0.00
0.00;3600.00;0_to_3600;3;3.18;1;55;-8382447#0;0;0;3.18;53;1.05;1.95;107.02;7.36;0.88;11.75;1.27;0.00
0.00;3600.00;0_to_3600;2;3.16;1;74;-8382447#3;0;0;3.16;73;1.50;14.69;1100.94;6.93;0.83;170.45;13.93;20.00
0.00;3600.00;0_to_3600;2;1.05;2;25;-8384914;0;0;1.05;25;0.49;10.84;291.24;7.58;0.91;28.27;10.19;0.00
0.00;3600.00;0_to_3600;1;2.95;4;72;-875772621#0;0;0;2.95;75;1.45;36.34;2758.33;7.28;0.87;305.64;35.47;0.00
0.00;3600.00;0_to_3600;2;2.76;4;58;-900443644#2;0;0;2.76;60;1.17;4.23;258.83;7.35;0.88;30.42;3.56;0.00
0.00;3600.00;0_to_3600;0;132.42;69;0;-96016135;0;0;132.42;68;29.41;24.07;1077.34;0.30;0.05;1029.83;;957.00
0.00;3600.00;0_to_3600;1;2.94;1;64;1024105863;0;0;2.94;64;1.22;4.26;276.30;7.30;0.88;30.75;3.59;0.00
0.00;3600.00;0_to_3600;6;1.43;5;32;1041085657;0;0;1.43;31;0.69;16.76;615.74;7.45;0.89;62.72;16.08;0.00
0.00;3600.00;0_to_3600;55;2.02;0;55;1053478472#3;0;0;2.02;0;0.99;23.90;1303.58;7.72;0.93;111.14;23.26;0.00
0.00;3600.00;0_to_3600;2;0.16;1;3;107118812;0;0;0.16;2;0.08;16.49;64.67;7.22;0.87;7.29;15.76;0.00
0.00;3600.00;0_to_3600;0;2.29;3;83;1091652283;23;23;1.14;84;0.56;14.30;1226.18;10.77;0.78;267.93;13.89;177.00
0.00;3600.00;0_to_3600;1;77.16;5;187;1091652430;21;21;25.72;185;11.76;54.69;10277.84;0.77;0.06;9681.85;47.48;8330.00
0.00;3600.00;0_to_3600;4;3.20;4;127;109398805;0;0;3.20;125;1.55;18.03;2356.93;11.63;0.84;375.77;17.32;12.00
0.00;3600.00;0_to_3600;3;0.26;0;7;1106583870;0;0;0.26;4;0.12;11.92;82.88;7.77;0.93;7.12;11.18;0.00
0.00;3600.00;0_to_3600;2;1.17;1;28;1111106315;0;0;1.17;26;0.55;11.00;309.71;7.13;0.86;40.08;10.13;3.00
0.00;3600.00;0_to_3600;3;0.62;4;11;1111110395;0;0;0.62;12;0.29;14.05;207.32;6.99;0.84;24.76;13.31;0.00
0.00;3600.00;0_to_3600;2;1.58;3;19;111691945;0;0;1.58;20;0.64;4.64;97.94;4.77;0.86;19.25;3.73;0.00
0.00;3600.00;0_to_3600;3;0.80;2;18;1150906866;0;0;0.80;17;0.38;13.80;273.37;7.25;0.87;34.76;13.07;0.00
0.00;3600.00;0_to_3600;1;0.89;4;17;1156329248;0;0;0.89;20;0.40;5.96;122.25;7.23;0.87;16.61;5.14;0.00
0.00;3600.00;0_to_3600;2;3.04;4;74;1156337042;0;0;3.04;76;1.44;13.09;1018.08;7.50;0.90;98.11;12.42;0.00
0.00;3600.00;0_to_3600;4;5.42;2;136;1168195444;30;30;2.71;131;1.28;12.29;1674.27;7.39;0.89;171.59;11.61;0.00
0.00;3600.00;0_to_3600;51;2.07;0;51;117055114#0;0;0;2.07;0;0.95;6.48;316.94;7.35;0.88;27.86;5.80;0.00
0.00;3600.00;0_to_3600;1;133.33;6;209;117055115;0;0;133.33;214;4.41;0.76;161.74;6.75;0.81;28.46;0.01;0.00
0.00;3600.00;0_to_3600;0;83.99;57;0;1188284582#2;42;42;41.99;39;20.40;691.40;29618.78;0.15;0.01;29297.45;632.39;28268.00
0.00;3600.00;0_to_3600;53;1.18;0;53;1196782590#0;2;2;0.59;0;0.29;14.71;774.31;12.70;0.91;57.44;14.33;0.00
0.00;3600.00;0_to_3600;1;0.39;1;8;1198625656;0;0;0.39;8;0.18;9.58;85.50;6.90;0.83;16.08;8.74;5.00
0.00;3600.00;0_to_3600;2;2.29;3;57;1198625658;0;0;2.29;56;1.11;20.25;1195.17;7.41;0.89;130.02;19.56;0.00
0.00;3600.00;0_to_3600;0;44.75;2;86;1238600634#0;0;0;44.75;88;2.15;0.97;85.39;5.69;0.68;26.68;0.12;1.00
0.00;3600.00;0_to_3600;2;2.67;4;27;13430690#0;0;0;2.67;29;1.24;13.11;399.12;3.55;0.64;153.38;11.94;74.00
0.00;3600.00;0_to_3600;5;2.66;0;114;13548014;0;0;2.66;109;1.30;17.16;1956.36;12.19;0.88;187.38;16.75;0.00
0.00;3600.00;0_to_3600;1;1.16;2;11;136174723;0;0;1.16;11;0.57;36.82;473.93;3.22;0.39;295.80;36.09;273.00
0.00;3600.00;0_to_3600;0;3.48;85;0;13654453;28;28;1.74;85;0.87;70.32;5910.04;6.78;0.49;2957.95;69.85;2409.00
0.00;3600.00;0_to_3600;2;3.40;5;77;137238867#0;0;0;3.40;80;1.65;28.35;2320.30;6.87;0.82;491.96;27.34;192.00
0.00;3600.00;0_to_3600;4;19.74;2;294;137238867#2;0;0;19.74;292;8.12;4.30;1268.99;5.32;0.64;522.62;3.50;140.00
0.00;3600.00;0_to_3600;4;0.26;0;7;13853655#0;0;0;0.26;3;0.12;8.24;54.27;7.68;0.92;6.04;7.55;0.00
0.00;3600.00;0_to_3600;4;1.81;0;36;13853655#1;0;0;1.81;32;0.70;3.20;114.53;7.04;0.85;12.57;2.42;0.00
0.00;3600.00;0_to_3600;1;0.41;2;9;13853655#2;0;0;0.41;9;0.20;12.93;137.95;7.55;0.91;13.01;12.24;0.00
0.00;3600.00;0_to_3600;3;1.28;1;20;13853658;0;0;1.28;18;0.58;9.43;194.89;5.01;0.90;25.01;8.44;1.00
0.00;3600.00;0_to_3600;1;8.50;3;131;13853659#0;0;0;8.50;133;4.00;16.50;2206.57;4.67;0.84;384.92;15.56;16.00
0.00;3600.00;0_to_3600;2;0.74;0;13;13853661#0;0;0;0.74;11;0.36;25.35;328.20;5.08;0.61;140.40;24.43;111.00
0.00;3600.00;0_to_3600;3;17.13;5;71;13853661#1;0;0;17.13;70;8.29;26.46;1940.80;1.38;0.17;1614.29;25.29;1383.00
0.00;3600.00;0_to_3600;1;0.11;1;2;13853663;0;0;0.11;2;0.06;20.10;59.18;7.44;0.89;6.68;19.25;0.00
0.00;3600.00;0_to_3600;3;133.33;2;108;14108346;0;0;133.33;107;9.43;5.46;596.51;0.95;0.07;555.22;4.67;497.00
0.00;3600.00;0_to_3600;4;133.33;3;177;14108392;0;0;133.33;175;17.96;6.59;1173.02;0.79;0.06;1105.39;5.83;1016.18
0.00;3600.00;0_to_3600;0;17.13;0;17;14118780#0;0;0;17.13;17;0.33;0.73;12.33;7.17;0.86;1.11;0.03;0.00
0.00;3600.00;0_to_3600;0;8.92;0;48;14118780#1;0;0;8.92;48;0.93;0.88;42.37;7.16;0.86;4.82;0.19;0.00
0.00;3600.00;0_to_3600;0;43.76;0;55;14118780#2;0;0;43.76;55;1.08;0.74;40.96;7.06;0.85;5.23;0.04;0.00
0.00;3600.00;0_to_3600;0;133.33;0;116;14118780#3;0;0;133.33;116;2.58;0.83;96.44;6.25;0.75;17.60;0.03;0.00
0.00;3600.00;0_to_3600;0;14.61;0;96;14118780#4;0;0;14.61;96;1.96;1.01;96.77;6.79;0.81;12.64;0.28;0.00
0.00;3600.00;0_to_3600;0;35.52;0;27;14118780#5;0;0;35.52;27;0.68;0.95;25.57;5.49;0.66;4.11;0.04;0.00
0.00;3600.00;0_to_3600;2;0.34;5;4;14118783;0;0;0.34;7;0.17;18.45;161.85;7.37;0.88;21.02;17.69;0.00
0.00;3600.00;0_to_3600;3;1.80;3;9;14118784#0;0;0;1.80;9;0.89;57.58;677.58;1.90;0.23;519.29;56.56;493.00
0.00;3600.00;0_to_3600;4;0.94;4;14;14118784#1;0;0;0.94;14;0.42;5.91;102.05;5.93;0.71;29.11;5.05;3.00
0.00;3600.00;0_to_3600;1;1.10;5;20;14118785#0;0;0;1.10;24;0.50;8.10;198.78;6.81;0.82;34.72;7.38;0.00
0.00;3600.00;0_to_3600;1;1.11;0;26;14118785#1;0;0;1.11;25;0.53;15.00;389.94;6.82;0.82;70.50;14.04;15.00
0.00;3600.00;0_to_3600;2;12.26;3;62;14858640;0;0;12.26;63;5.57;8.17;518.95;2.05;0.25;404.59;7.27;321.00
0.00;3600.00;0_to_3600;3;73.01;1;128;14858642#0;0;0;36.50;126;0.70;0.41;52.56;12.70;0.91;4.48;0.02;0.00
0.00;3600.00;0_to_3600;1;11.18;1;188;14858642#1;55;55;5.59;187;2.65;13.25;2493.66;5.05;0.36;1511.79;12.17;867.00
0.00;3600.00;0_to_3600;2;6.50;7;126;14858643#0;1;1;3.25;131;1.24;2.62;343.13;7.51;0.90;61.78;2.00;0.00
0.00;3600.00;0_to_3600;0;8.01;84;0;14858868;0;0;8.01;84;3.95;27.47;2158.48;2.91;0.35;1398.01;26.72;1141.00
0.00;3600.00;0_to_3600;0;0.68;2;13;150275991#0;0;0;0.68;15;0.29;4.52;66.30;7.09;0.85;9.31;3.87;0.00
0.00;3600.00;0_to_3600;2;2.19;7;15;150275991#1;0;0;2.19;20;1.08;43.47;939.54;2.86;0.34;612.46;42.41;551.00
0.00;3600.00;0_to_3600;3;6.07;4;138;150275992#0;0;0;6.07;139;2.91;18.70;2651.99;6.76;0.81;476.25;17.72;89.00
0.00;3600.00;0_to_3600;3;6.46;3;76;150275999#2;0;0;6.46;76;3.14;28.84;2272.51;3.56;0.43;1296.47;27.75;936.00
0.00;3600.00;0_to_3600;0;;0;3;150276002;0;0;;3;;;0.00;;;;;
0.00;3600.00;0_to_3600;5;0.43;1;10;150276003#0;0;0;0.43;6;0.20;12.28;133.63;7.47;0.90;14.43;11.60;0.00
0.00;3600.00;0_to_3600;4;0.19;1;4;150276003#1;0;0;0.19;1;0.09;28.42;140.66;7.54;0.91;12.76;27.73;0.00
0.00;3600.00;0_to_3600;1;0.69;1;17;150276011;0;0;0.69;17;0.34;21.42;384.17;7.42;0.89;37.02;20.69;0.00
0.00;3600.00;0_to_3600;3;6.08;3;14;150276013#0;0;0;6.08;13;3.01;57.20;932.12;0.83;0.10;836.82;55.41;809.00
0.00;3600.00;0_to_3600;1;0.70;2;16;150276013#1;0;0;0.70;17;0.34;16.59;296.62;7.37;0.88;36.71;15.77;2.00
0.00;3600.00;0_to_3600;0;0.23;1;5;150276015;0;0;0.23;6;0.11;21.93;130.87;7.38;0.89;15.20;21.06;0.00
0.00;3600.00;0_to_3600;2;7.18;2;154;15089551;0;0;7.18;154;3.22;7.39;1150.01;6.70;0.80;225.80;6.61;9.00
0.00;3600.00;0_to_3600;1;11.96;3;257;15089643;0;0;11.96;259;4.88;3.82;990.94;7.33;0.88;120.03;3.16;0.00
0.00;3600.00;0_to_3600;2;2.36;7;51;155433040;0;0;2.36;56;1.15;26.58;1536.32;6.99;0.84;186.74;25.69;0.00
0.00;3600.00;0_to_3600;0;0.43;1;10;155433041;0;0;0.43;11;0.21;30.66;336.59;7.23;0.87;32.03;29.81;0.00
0.00;3600.00;0_to_3600;2;0.22;1;3;158331590;0;0;0.22;2;0.08;2.52;8.01;5.98;0.72;1.89;1.73;0.00
0.00;3600.00;0_to_3600;0;0.15;3;1;16233734#0;0;0;0.15;4;0.07;13.22;50.81;7.33;0.88;8.46;12.60;0.00
0.00;3600.00;0_to_3600;0;0.25;1;5;16233735#0;0;0;0.25;6;0.12;9.02;53.40;7.04;0.84;8.61;7.90;0.00
0.00;3600.00;0_to_3600;0;13.79;11;53;17073048#0;10;10;6.89;64;3.24;15.16;931.20;1.57;0.19;756.87;14.12;576.00
0.00;3600.00;0_to_3600;1;1.59;1;41;17670100#1;0;0;1.59;40;0.75;12.24;503.72;7.58;0.91;45.80;11.55;0.00
0.00;3600.00;0_to_3600;3;3.13;3;78;17670100#2;0;0;3.13;78;1.48;12.65;1021.95;7.56;0.91;110.79;11.87;4.00
0.00;3600.00;0_to_3600;1;6.55;3;156;180020059#0;0;0;6.55;158;3.09;12.59;1998.57;7.14;0.86;286.82;11.84;0.00
0.00;3600.00;0_to_3600;4;7.34;4;171;180020059#1;0;0;7.34;171;3.30;6.62;1155.65;7.35;0.88;133.65;5.94;0.00
0.00;3600.00;0_to_3600;1;7.81;4;156;180020059#2;0;0;7.81;159;3.08;3.19;507.35;7.22;0.87;68.17;2.51;0.00
0.00;3600.00;0_to_3600;2;1.44;4;17;180022161;0;0;1.44;19;0.61;6.69;134.41;4.62;0.83;23.78;5.63;0.00
0.00;3600.00;0_to_3600;4;0.84;1;16;180156396#0;0;0;0.84;13;0.38;6.58;110.23;6.31;0.76;27.43;5.80;8.00
0.00;3600.00;0_to_3600;1;2.11;0;56;180156396#1;0;0;2.11;55;1.01;17.77;994.37;7.66;0.92;91.54;17.07;0.00
0.00;3600.00;0_to_3600;3;3.06;2;32;181218814#0;0;0;3.06;31;1.52;76.56;2581.10;3.13;0.38;1621.94;75.85;1482.00
0.00;3600.00;0_to_3600;1;1.71;3;30;181218814#1;0;0;1.71;32;0.66;2.90;93.00;6.93;0.83;16.83;2.18;0.00
0.00;3600.00;0_to_3600;2;2.65;5;32;181218814#2;0;0;2.65;35;0.92;2.36;82.84;5.81;0.70;25.69;1.59;3.00
0.00;3600.00;0_to_3600;1;4.40;5;104;183251547;0;0;4.40;108;2.05;9.75;1059.83;7.38;0.89;122.41;9.08;0.00
0.00;3600.00;0_to_3600;2;2.46;1;31;183370113#0.12;0;0;1.23;30;0.30;1.28;40.29;7.43;0.89;4.71;0.59;0.00
0.00;3600.00;0_to_3600;1;1.31;3;29;183370113#0.38;0;0;1.31;30;0.61;8.13;256.34;7.29;0.88;34.07;7.44;0.00
0.00;3600.00;0_to_3600;0;1.30;1;33;183370113#2;0;0;1.30;33;0.61;9.98;330.38;7.56;0.91;29.32;9.24;0.00
0.00;3600.00;0_to_3600;2;3.52;1;81;183370113#3;0;0;3.52;80;1.64;11.62;951.91;6.89;0.83;141.39;10.65;11.00
0.00;3600.00;0_to_3600;2;1.56;3;28;19846377#0;0;0;1.56;29;0.74;14.49;446.33;5.85;0.70;131.35;13.42;53.00
0.00;3600.00;0_to_3600;6;2.54;0;64;19846527#0;0;0;2.54;58;1.20;14.12;902.72;7.35;0.88;102.11;13.39;2.00
0.00;3600.00;0_to_3600;4;2.98;1;76;19846527#1;0;0;2.98;73;1.44;24.13;1856.33;7.39;0.89;197.80;23.35;0.00
0.00;3600.00;0_to_3600;1;5.80;0;44;21766158#0;0;0;5.80;43;2.69;12.58;553.34;2.51;0.30;389.63;11.36;261.00
0.00;3600.00;0_to_3600;3;3.96;0;100;220137286#0;0;0;3.96;96;1.89;17.22;1706.15;7.23;0.87;190.93;16.40;0.00
0.00;3600.00;0_to_3600;1;2.63;1;52;220137286#2;0;0;2.63;52;1.02;2.98;156.69;7.22;0.87;19.19;2.28;0.00
0.00;3600.00;0_to_3600;0;0.70;4;13;231483312;0;0;0.70;17;0.33;9.45;157.79;7.12;0.86;19.39;8.68;0.00
0.00;3600.00;0_to_3600;1;0.23;1;4;231483313;0;0;0.23;4;0.11;9.86;48.38;6.43;0.77;6.72;8.90;0.00
0.00;3600.00;0_to_3600;5;2.23;2;55;231483339#0;0;0;2.23;52;1.07;16.47;935.81;7.38;0.89;93.44;15.81;0.00
0.00;3600.00;0_to_3600;3;12.50;4;124;23179512#0;0;0;12.50;121;6.15;50.29;6402.12;2.93;0.35;4122.52;49.29;3598.00
0.00;3600.00;0_to_3600;3;5.89;2;151;231940830#0;0;0;5.89;147;2.86;23.99;3654.64;7.39;0.89;405.57;23.31;0.00
0.00;3600.00;0_to_3600;4;11.01;3;224;231945290#0;0;0;11.01;221;4.97;7.43;1675.11;6.37;0.76;363.12;6.64;51.00
0.00;3600.00;0_to_3600;1;11.82;4;285;231945290#2;0;0;11.82;285;5.53;11.00;3152.52;7.19;0.86;372.57;10.29;0.00
0.00;3600.00;0_to_3600;0;10.51;5;237;231945290#3;0;0;10.51;242;4.69;6.32;1526.84;7.17;0.86;193.88;5.63;0.00
0.00;3600.00;0_to_3600;5;1.32;1;33;231945290#4;0;0;1.32;29;0.63;11.98;404.97;7.51;0.90;34.07;11.26;0.00
0.00;3600.00;0_to_3600;4;0.75;2;16;231945290#5;0;0;0.75;14;0.35;8.38;148.47;7.15;0.86;20.14;7.64;0.00
0.00;3600.00;0_to_3600;2;10.10;2;229;236306864#0;0;0;10.10;228;4.81;16.27;3749.02;6.65;0.80;736.61;15.40;110.00
0.00;3600.00;0_to_3600;3;17.29;1;136;237344387;0;0;17.29;134;8.13;17.36;2370.80;2.48;0.45;1307.38;16.28;1107.00
0.00;3600.00;0_to_3600;1;2.63;2;63;239889169;0;0;2.63;64;1.25;15.08;978.28;7.18;0.86;118.85;14.20;0.00
0.00;3600.00;0_to_3600;4;4.57;1;113;244422544;0;0;4.57;110;2.18;15.52;1767.82;7.25;0.87;237.62;14.72;10.00
0.00;3600.00;0_to_3600;0;0.28;6;0;258274084;0;0;0.28;6;0.13;8.79;47.62;6.00;0.72;12.96;8.06;0.00
0.00;3600.00;0_to_3600;1;0.88;7;5;265113917;0;0;0.88;11;0.42;12.31;138.64;3.95;0.47;70.00;11.25;35.00
0.00;3600.00;0_to_3600;0;1.18;0;31;265117578;0;0;1.18;31;0.57;20.75;643.37;7.56;0.91;61.21;20.03;0.00
0.00;3600.00;0_to_3600;7;1.11;3;23;28275167;0;0;1.11;18;0.50;7.75;191.79;6.86;0.82;24.13;6.80;0.00
0.00;3600.00;0_to_3600;3;4.76;7;66;28575360;0;0;4.76;69;2.20;13.23;948.22;4.56;0.82;169.38;12.11;16.00
0.00;3600.00;0_to_3600;1;0.16;3;1;29000804.26;0;0;0.16;3;0.08;11.74;44.26;7.14;0.86;8.01;11.09;0.00
